CodeCIS;CodeCIP7;Libelle_presentation;Statut_administratif;Etat_commercialisation;date_commercialisation;codeCIP13;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max
63993490;3773375;plaquette(s) PVC aluminium de 180 comprimé(s);Présentation active;Déclaration de commercialisation;13/12/2007;3400937733755;oui;65%;22,03;24,79;2,76
63996294;2241475;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;14/09/2012;3400922414751;oui;65%;11,63;12,65;1,02
63996942;3019509;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;24/06/2020;3400930195093;oui;65%;4,13;5,15;1,02
63996942;3019510;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;24/06/2020;3400930195109;oui;65%;11,49;14,25;2,76
63998110;4945884;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;28/12/2011;3400949458844;oui;65%;5,29;6,31;1,02
64000931;3220771;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;19/03/1979;3400932207718;oui;65%;5,99;7,01;1,02
64000931;3722254;plaquette(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;14/12/2007;3400937222549;oui;65%;17,86;20,62;2,76
64002423;3005365;plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 56 comprimé(s);Présentation active;Déclaration de commercialisation;26/02/2020;3400930053652;oui;65%;75,30;76,32;1,02
64003144;2236899;plaquette(s) PVC polyéthylène PVDC aluminium de 50 comprimé(s);Présentation active;Déclaration de commercialisation;10/01/2013;3400922368993;oui;65%;18,67;19,69;1,02
64003525;3484731;1 flacon(s) polyéthylène de 30 g;Présentation active;Déclaration de commercialisation;01/06/1994;3400934847318;oui;30%;3,60;4,62;1,02
64011358;3896801;plaquette(s) aluminium polyéthylène PVDC de 30 comprimé(s);Présentation active;Déclaration de commercialisation;03/03/2010;3400938968019;oui;65%;3,64;4,66;1,02
64011358;3896847;plaquette(s) aluminium polyéthylène PVDC de 90 comprimé(s);Présentation active;Déclaration de commercialisation;03/03/2010;3400938968477;oui;65%;10,53;13,29;2,76
64011803;3006909;plaquette(s) PVC aluminium de 12 gélule(s);Présentation active;Déclaration de commercialisation;12/06/2017;3400930069097;oui;65%;1,53;2,55;1,02
64014888;3454581;plaquette(s) PVC polyéthylène PVDC aluminium de 15 comprimé(s);Présentation active;Déclaration de commercialisation;20/04/2007;3400934545818;oui;30%;2,43;3,45;1,02
64016362;3563494;1 tube(s) aluminium verni de 120 g;Présentation active;Déclaration de commercialisation;18/02/2019;3400935634948;oui;65%;28,23;29,25;1,02
64018107;2245912;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;08/10/2013;3400922459127;oui;65%;3,64;4,66;1,02
64018107;2245935;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;08/10/2013;3400922459356;oui;65%;10,53;13,29;2,76
64018267;3521828;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 capsule(s);Présentation active;Déclaration de commercialisation;30/06/2000;3400935218285;oui;65%;3,99;5,01;1,02
64018267;3741501;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 capsule(s);Présentation active;Déclaration de commercialisation;08/02/2007;3400937415019;oui;65%;11,05;12,07;1,02
64018712;3559050;1 flacon(s) en verre de 1 g - 1 ampoule(s) en verre de 3,5 ml;Présentation active;Déclaration de commercialisation;22/05/2001;3400935590503;oui;65%;5,90;6,92;1,02
64019682;3006529;plaquette(s) PVC aluminium de 20 comprimé(s);Présentation active;Déclaration de commercialisation;14/03/2017;3400930065297;oui;65%;1,42;2,44;1,02
64019682;3006530;plaquette(s) PVC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;09/01/2017;3400930065303;oui;65%;1,99;3,01;1,02
64019846;3002052;1 stylo prérempli de 0,6 ml avec seringue(s) en verre avec aiguille(s) avec tampon(s) alcoolisé(s);Présentation active;Déclaration de commercialisation;26/10/2016;3400930020524;oui;65%;21,46;22,48;1,02
64021217;3594997;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;29/05/2009;3400935949974;oui;65%;3,89;4,91;1,02
64021217;3736664;plaquette(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;12/06/2009;3400937366649;oui;65%;10,74;13,50;2,76
64021886;3016973;plaquette aluminium OPA : polyamide orienté PVC de 1 gélule de 125 mg et de 2 gélule(s)  de 80 mg;Présentation active;Déclaration de commercialisation;11/06/2019;3400930169735;oui;65%;22,06;23,08;1,02
64026417;3272578;5 ampoule(s) en verre de 1 ml;Présentation active;Déclaration de commercialisation;19/12/1986;3400932725786;oui;65%;1,81;2,83;1,02
64026666;3609144;plaquette(s) PVC-Aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;30/07/2012;3400936091443;oui;65%;5,29;6,31;1,02
64026666;3609150;plaquette(s) PVC-Aluminium de 16 comprimé(s);Présentation active;Déclaration de commercialisation;06/03/2012;3400936091504;oui;65%;8,42;9,44;1,02
64027031;2241305;plaquette(s) thermoformée(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;14/09/2012;3400922413051;oui;65%;20,09;21,11;1,02
64027704;3720172;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;24/08/2006;3400937201728;oui;65%;5,29;6,31;1,02
64027704;3720195;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;07/12/2006;3400937201957;oui;65%;15,76;18,52;2,76
64029712;3397883;20 récipient(s) unidose(s) polyéthylène de 0,4 ml suremballée(s)/surpochée(s);Présentation active;Déclaration de commercialisation;19/10/1996;3400933978839;oui;65%;6,14;7,16;1,02
64029712;3432616;1 récipient(s) unidose(s) polyéthylène de 0,4 ml suremballée(s)/surpochée(s);Présentation active;Déclaration de commercialisation;19/02/1998;3400934326165;non;65%;1,23;2,25;1,02
64033397;3005905;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;02/01/2018;3400930059050;oui;65%;9,44;10,46;1,02
64033397;3005910;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;02/01/2018;3400930059104;oui;65%;28,09;30,85;2,76
64033881;3925543;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;14/09/2012;3400939255439;oui;65%;2,70;3,72;1,02
64033881;3925572;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;14/09/2012;3400939255729;oui;65%;5,03;6,05;1,02
64035359;3423907;30 récipient(s) unidose(s) polyéthylène de 0,4 ml;Présentation active;Déclaration de commercialisation;29/04/2002;3400934239076;oui;65%;2,92;3,94;1,02
64036190;3745918;1 seringue(s) préremplie(s) en verre avec aiguille(s) de 0,5 ml;Présentation active;Déclaration de commercialisation;14/04/2014;3400937459181;oui;100%;427,61;428,63;1,02
64036532;3011979;plaquette(s) PVC-Aluminium de 100 comprimé(s);Présentation active;Déclaration de commercialisation;08/08/2018;3400930119792;oui;65%;4,41;5,43;1,02
64038526;3615653;tube(s) polypropylène de 30  comprimé(s);Présentation active;Déclaration de commercialisation;01/10/2004;3400936156531;oui;65%;5,29;6,31;1,02
64038526;3730288;tube(s) polypropylène de 90 comprimé(s);Présentation active;Déclaration de commercialisation;15/01/2007;3400937302883;non;65%;14,98;17,74;2,76
64039311;3019919;2 stylo prérempli en verre siliconé(e) de 2 ml;Présentation active;Déclaration de commercialisation;23/11/2020;3400930199190;oui;65%;1,282,09;1,283,11;1,02
64041757;3002617;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;04/04/2016;3400930026175;oui;65%;17,42;18,44;1,02
64044205;2240889;1 flacon(s) polycyclooléfine de 100 ml;Présentation active;Déclaration de commercialisation;15/05/2013;3400922408897;oui;65%;98,27;99,29;1,02
64044237;2194669;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 60 comprimé(s);Présentation active;Déclaration de commercialisation;23/07/2012;3400921946697;oui;100%;293,11;294,13;1,02
64045143;3665154;plaquette(s) aluminium polyamide PVC de 30 comprimé(s);Présentation active;Déclaration de commercialisation;05/09/2005;3400936651548;oui;65%;3,42;4,44;1,02
64046761;2755234;plaquette(s) PVC polyéthylène polychlortrifluoroéthylène aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;27/03/2018;3400927552342;oui;65%;13,11;14,13;1,02
64047571;3305639;plaquette(s) thermoformée(s) PVC-Aluminium de 3  comprimé(s);Présentation active;Déclaration de commercialisation;01/03/1989;3400933056391;oui;65%;1,74;2,76;1,02
64048335;3895842;1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 5 ml;Présentation active;Déclaration de commercialisation;10/04/2009;3400938958423;oui;65%;3,55;4,57;1,02
64050311;3007865;Bande thermoformée aluminium de 30 dose(s) avec 1 inhalateur unidose;Présentation active;Déclaration de commercialisation;13/04/2018;3400930078655;oui;65%;31,40;32,42;1,02
64050311;3020851;Bande thermoformée aluminium de 90 (3 x 30) dose(s) avec 3 inhalateurs unidoses;Présentation active;Déclaration de commercialisation;17/12/2020;3400930208519;non;65%;93,39;94,41;1,02
64052173;3437393;5 cartouche(s) en verre  de 3 ml pour stylo;Présentation active;Déclaration de commercialisation;15/09/1999;3400934373930;oui;65%;28,90;29,92;1,02
64052764;3697148;plaquette(s) PVC PVDC aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;12/02/2006;3400936971486;oui;15%;1,43;2,45;1,02
64052814;3002109;5 flacon(s) en verre de 75 UI - 5 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s);Présentation active;Déclaration de commercialisation;11/03/2016;3400930021095;oui;100%;87,93;88,95;1,02
64052814;3002110;10 flacon(s) en verre de 75 UI - 10 seringue(s) préremplie(s) en verre de 1 ml avec aiguille(s);Présentation active;Déclaration de commercialisation;11/03/2016;3400930021101;oui;100%;166,44;167,46;1,02
64053193;3895523;plaquette(s) PVC PVDC aluminium de 7 gélule(s);Présentation active;Déclaration de commercialisation;14/09/2010;3400938955231;oui;65%;18,30;19,32;1,02
64053460;3656184;plaquette(s) PVC-Aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;19/10/2004;3400936561847;oui;65%;2,22;3,24;1,02
64053510;3771347;1 tube(s) aluminium verni de 5 g avec 2 pansement(s);Présentation active;Déclaration de commercialisation;07/02/2007;3400937713474;oui;65%;3,09;4,11;1,02
64053720;3777611;3 plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;13/11/2007;3400937776110;oui;65%;5,29;6,31;1,02
64053720;3777628;9 plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;08/11/2007;3400937776288;oui;65%;15,76;18,52;2,76
64055988;3732979;1 flacon(s) polytéréphtalate (PET) de 150 ml avec fermeture de sécurité enfant avec dispositif(s) doseur(s) polypropylène;Présentation active;Déclaration de commercialisation;13/10/2016;3400937329798;oui;65%;44,12;45,14;1,02
64056613;3002566;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;30/03/2016;3400930025666;oui;65%;14,69;15,71;1,02
64056613;3002568;plaquette(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;30/03/2016;3400930025680;oui;65%;41,12;43,88;2,76
64059342;3745568;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;01/09/2006;3400937455688;oui;65%;4,10;5,12;1,02
64059342;3745574;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s);Présentation active;Déclaration de commercialisation;31/01/2008;3400937455749;oui;65%;11,96;14,72;2,76
64059844;3040626;1 flacon(s) polypropylène de 200  comprimé(s);Présentation active;Déclaration de commercialisation;19/01/1980;3400930406267;non;30%;1,55;2,57;1,02
64061553;2214892;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;13/05/2016;3400922148922;oui;65%;3,64;4,66;1,02
64061667;3008528;1 plaquette PVC PVDC aluminium de 1 comprimé;Présentation active;Déclaration de commercialisation;05/03/2021;3400930085288;oui;65%;2,48;3,50;1,02
64061763;3016226;plaquette(s) thermoformée(s) PVC PVDC aluminium de 60 comprimé(s);Présentation active;Déclaration de commercialisation;02/04/2020;3400930162262;oui;65%;39,07;40,09;1,02
64061788;3004453;14 plaquette(s) thermoformée(s) PVC aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;26/09/2016;3400930044537;oui;65%;218,89;219,91;1,02
64061788;3004454;28 plaquette(s) thermoformée(s) PVC aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;26/09/2016;3400930044544;oui;65%;436,61;437,63;1,02
64061788;3004455;56 plaquette(s) thermoformée(s) PVC aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;26/09/2016;3400930044551;oui;65%;851,31;852,33;1,02
64061941;3523939;4 sachet(s) P-A-M-éthylène (SURLYN) aluminium polyéthylène papier de 1 dispositif(s);Présentation active;Déclaration de commercialisation;21/08/2000;3400935239396;oui;65%;5,87;6,89;1,02
64062452;3991853;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;15/11/2011;3400939918532;oui;65%;3,64;4,66;1,02
64062452;3991907;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;15/11/2011;3400939919072;oui;65%;10,53;13,29;2,76
64062783;4987931;1 sachet(s) papier polyéthylène aluminium de 8 g;Présentation active;Déclaration de commercialisation;27/06/2016;3400949879311;oui;65%;4,21;5,23;1,02
64064987;3198652;1 plaquette(s) PVC-Aluminium de 6 comprimé(s);Présentation active;Déclaration de commercialisation;19/07/1977;3400931986522;oui;65%;4,57;5,59;1,02
64065772;3005362;plaquette(s) thermoformée(s) PVC polychlortrifluoroéthylène aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;26/02/2020;3400930053621;oui;65%;19,03;20,05;1,02
64065904;3014749;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;10/03/2021;3400930147498;oui;65%;7,28;8,30;1,02
64065904;3014750;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;10/03/2021;3400930147504;oui;65%;20,51;23,27;2,76
64067524;3006618;plaquette(s) PVC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;19/04/2017;3400930066188;oui;65%;2,77;3,79;1,02
64067524;3012146;plaquette(s) PVC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;28/05/2018;3400930121467;oui;65%;7,74;8,76;1,02
64067620;3012878;plaquette(s) PVC aluminium de 84 gélule(s);Présentation active;Déclaration de commercialisation;18/02/2019;3400930128787;oui;65%;16,28;17,30;1,02
64068708;3301601;plaquette(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;19/10/1988;3400933016012;oui;30%;8,00;9,02;1,02
64069322;3761165;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;15/07/2008;3400937611657;oui;100%;37,34;38,36;1,02
64071063;3751451;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;20/10/2010;3400937514514;oui;65%;4,41;5,43;1,02
64071063;3751497;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;20/10/2010;3400937514972;oui;65%;12,52;15,28;2,76
64071818;3009553;plaquette(s) OPA : polyamide orienté PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;18/04/2018;3400930095539;oui;65%;14,49;15,51;1,02
64071818;3009555;plaquette(s) OPA : polyamide orienté PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;18/04/2018;3400930095553;oui;65%;41,01;43,77;2,76
64073139;3485860;3 tube(s) polypropylène de 20 comprimé(s);Présentation active;Déclaration de commercialisation;04/06/1999;3400934858604;oui;30%;7,15;8,17;1,02
64073783;3674319;plaquette(s) thermoformée(s) aluminium PVC PVDC de 30 comprimé(s);Présentation active;Déclaration de commercialisation;05/01/2006;3400936743199;oui;30%;2,48;3,50;1,02
64076815;3000829;plaquette(s) PVC PVDC aluminium de 8 comprimé(s);Présentation active;Déclaration de commercialisation;14/09/2018;3400930008294;oui;65%;6,32;7,34;1,02
64079238;3009878;plaquette(s) polyamide aluminium PVC de 4 comprimé(s);Présentation active;Déclaration de commercialisation;08/01/2018;3400930098783;oui;65%;5,85;6,87;1,02
64079238;3009880;plaquette(s) polyamide aluminium PVC de 12 comprimé(s);Présentation active;Déclaration de commercialisation;08/01/2018;3400930098806;oui;65%;15,75;18,51;2,76
64080062;2682216;plaquette(s) polyamide aluminium PVC-Aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;14/05/2013;3400926822163;oui;65%;2,70;3,72;1,02
64080062;2682245;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;14/05/2013;3400926822453;oui;65%;5,03;6,05;1,02
64080646;3305510;plaquette(s) PVC-Aluminium de 7 gélule(s);Présentation active;Déclaration de commercialisation;19/09/1988;3400933055103;oui;65%;13,28;14,30;1,02
64082832;2737495;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;12/12/2013;3400927374951;oui;65%;3,75;4,77;1,02
64082832;2737549;plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;12/12/2013;3400927375491;oui;65%;10,85;13,61;2,76
64083973;3909998;plaquette(s) polyamide aluminium PVC-Aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;07/09/2009;3400939099989;oui;65%;4,13;5,15;1,02
64083973;4153321;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;10/03/2015;3400941533211;oui;65%;11,49;14,25;2,76
64085981;3118676;1 flacon(s) en verre brun de 120  ml;Présentation active;Déclaration de commercialisation;19/01/1971;3400931186762;oui;65%;5,50;6,52;1,02
64086275;2206906;1 flacon(s) en verre brun avec fermeture de sécurité enfant avec adaptateur avec seringue(s) pour administration orale avec gobelet(s) doseur(s);Présentation active;Déclaration de commercialisation;26/11/2012;3400922069067;oui;30%;10,24;11,26;1,02
64090124;3732577;plaquette(s) aluminium PVC PVDC de 90 comprimé(s);Présentation active;Déclaration de commercialisation;22/09/2011;3400937325776;oui;65%;14,89;17,65;2,76
64090124;3734748;plaquette(s) aluminium PVC PVDC de 30 comprimé(s);Présentation active;Déclaration de commercialisation;05/03/2009;3400937347488;oui;65%;5,01;6,03;1,02
64093184;3017070;5 poches  polypropylène suremballées/surpochées de 625 ml à 3 compartiments;Présentation active;Déclaration de commercialisation;11/12/2020;3400930170700;oui;65%;84,21;85,23;1,02
64093184;3017071;5 poches  polypropylène suremballées/surpochées de 1250 ml à 3 compartiments;Présentation active;Déclaration de commercialisation;03/02/2021;3400930170717;oui;65%;138,16;139,18;1,02
64093184;3017072;5 poches  polypropylène suremballées/surpochées de 1875 ml à 3 compartiments;Présentation active;Déclaration de commercialisation;11/02/2021;3400930170724;oui;65%;154,80;155,82;1,02
64093355;3011764;4 plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;24/04/2019;3400930117644;oui;100%;2,963,10;2,964,12;1,02
64098181;3816423;1 seringue(s) préremplie(s) en verre de 0,5 ml avec 1 aiguille(s);Présentation active;Déclaration de commercialisation;21/03/2008;3400938164237;oui;65%;93,39;94,41;1,02
64099244;2791879;plaquette(s) PVC-Aluminium de 6 comprimé(s);Présentation active;Déclaration de commercialisation;02/02/2015;3400927918797;oui;65%;6,58;7,60;1,02
64099244;2791885;plaquette(s) PVC-Aluminium de 12 comprimé(s);Présentation active;Déclaration de commercialisation;02/02/2015;3400927918858;oui;65%;13,11;14,13;1,02
64099785;3014057;3 plaquettes PVC PVDC aluminium de 21 comprimés actifs et 7 comprimés placebo;Présentation active;Déclaration de commercialisation;02/04/2020;3400930140574;oui;65%;3,76;4,78;1,02
64102427;3008922;1 stylo prérempli en verre de 0,72 mL + 7 aiguilles;Présentation active;Déclaration de commercialisation;20/06/2018;3400930089224;oui;100%;216,21;217,23;1,02
64103828;3408109;1 flacon(s) polyéthylène haute densité (PEHD) de 7 gélule(s);Présentation active;Déclaration de commercialisation;19/05/1997;3400934081095;oui;65%;1,60;2,62;1,02
64103828;3408121;1 flacon(s) polyéthylène haute densité (PEHD) de 14 gélule(s);Présentation active;Déclaration de commercialisation;19/01/1997;3400934081217;oui;65%;2,86;3,88;1,02
64103828;4185901;1 flacon(s) polyéthylène haute densité (PEHD) de 30 gélule(s);Présentation active;Déclaration de commercialisation;15/11/2016;3400941859014;non;65%;5,75;6,77;1,02
64105964;3010353;1 flacon(s) polyéthylène haute densité (PEHD) de 100 comprimé(s);Présentation active;Déclaration de commercialisation;27/04/2018;3400930103531;oui;65%;45,18;46,20;1,02
64107495;4159252;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;02/05/2018;3400941592522;oui;65%;3,75;4,77;1,02
64107495;4159306;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;19/12/2017;3400941593062;oui;65%;10,85;13,61;2,76
64108056;4900322;3 plaquette(s) PVC PVDC aluminium de 10 capsule(s);Présentation active;Déclaration de commercialisation;23/08/2021;3400949003228;oui;30%;15,75;16,77;1,02
64108825;3912635;1 tube(s) aluminium de 15 g;Présentation active;Déclaration de commercialisation;31/07/2012;3400939126357;non;30%;1,76;2,78;1,02
64109927;3705209;plaquette(s) aluminium PVC PVDC de 28 comprimé(s);Présentation active;Déclaration de commercialisation;25/08/2011;3400937052092;oui;65%;4,23;5,25;1,02
64110541;3008157;4 sachet(s) polytéréphtalate (PET) polyéthylène aluminium de 5 récipient(s) de 2 ml;Présentation active;Déclaration de commercialisation;30/10/2017;3400930081570;oui;65%;13,23;14,25;1,02
64110908;3020258;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;02/11/2021;3400930202586;oui;65%;1,67;2,69;1,02
64115225;3718264;plaquette(s) PVC PVDC aluminium de 14 comprimé(s);Présentation active;Déclaration de commercialisation;18/07/2006;3400937182645;oui;65%;3,47;4,49;1,02
64115257;3393336;plaquette(s) thermoformée(s) PVC-aluminium avec distributeur de 60  dose(s);Présentation active;Déclaration de commercialisation;16/08/1999;3400933933364;oui;65%;12,60;13,62;1,02
64116131;2209520;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;28/11/2018;3400922095202;oui;65%;3,64;4,66;1,02
64116131;2209537;plaquette(s) aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;28/11/2018;3400922095370;oui;65%;10,53;13,29;2,76
64117856;4943359;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;28/09/2011;3400949433599;oui;65%;17,42;18,44;1,02
64119540;3984646;5 sachet(s) polytéréphtalate (PET) aluminium ionomère avec fermeture de sécurité enfant de 1 dispositif(s);Présentation active;Déclaration de commercialisation;23/03/2010;3400939846460;oui;65%;27,02;28,04;1,02
64121178;2676575;plaquette(s) aluminium de 28 comprimé(s);Présentation active;Déclaration de commercialisation;08/03/2013;3400926765750;oui;65%;5,03;6,05;1,02
64121235;3219704;plaquette(s) thermoformée(s) PVC-aluminium de 10 comprimé(s);Présentation active;Déclaration de commercialisation;19/10/1979;3400932197040;oui;65%;1,78;2,80;1,02
64121915;2684451;plaquette(s) PVC PVDC aluminium de 90 gélule(s);Présentation active;Déclaration de commercialisation;19/12/2014;3400926844516;oui;65%;15,76;18,52;2,76
64121915;2689098;plaquette(s) PVC PVDC aluminium de 30 gélule(s);Présentation active;Déclaration de commercialisation;19/12/2014;3400926890988;oui;65%;5,29;6,31;1,02
64122611;2761996;1 plaquette(s) aluminium de 30 dose(s) avec inhalateur(s);Présentation active;Déclaration de commercialisation;04/06/2015;3400927619960;oui;65%;31,40;32,42;1,02
64122611;3020853;3 plaquette(s) aluminium de 30 dose(s) avec inhalateur(s);Présentation active;Déclaration de commercialisation;17/12/2020;3400930208533;non;65%;93,39;94,41;1,02
64122807;3659455;plaquette(s) thermoformée(s) PVC PVDC aluminium de 56 gélule(s);Présentation active;Déclaration de commercialisation;16/01/2006;3400936594555;oui;65%;16,22;17,24;1,02
64124103;3051417;plaquette(s) PVC-Aluminium de 25 comprimé(s);Présentation active;Déclaration de commercialisation;19/01/1954;3400930514177;oui;65%;2,40;3,42;1,02
64125828;3561578;30 récipient(s) unidose(s) polyéthylène de 0,3 ml en sachet;Présentation active;Déclaration de commercialisation;01/02/2002;3400935615787;oui;30%;3,37;4,39;1,02
64126264;3775210;plaquette(s) thermoformée(s) PVC polyéthylène de 1 ovule(s);Présentation active;Déclaration de commercialisation;21/09/2007;3400937752107;oui;30%;2,11;3,13;1,02
64126499;3014547;3 plaquette(s) PVC PVDC aluminium avec calendrier suremballée(s)/surpochée(s) de 28 comprimé(s);Présentation active;Déclaration de commercialisation;11/05/2021;3400930145470;oui;65%;2,94;3,96;1,02
64126741;3223462;10 ampoule(s) en verre de 10 ml;Présentation active;Déclaration de commercialisation;11/10/2019;3400932234622;oui;65%;5,96;6,98;1,02
64127380;3020599;30 plaquette(s) polyamide aluminium PVC-Aluminium polytéréphtalate (PET) avec fermeture de sécurité enfant de 1 comprimé(s);Présentation active;Déclaration de commercialisation;23/07/2021;3400930205990;oui;65%;93,76;94,78;1,02
64127672;3987254;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);Présentation active;Déclaration de commercialisation;30/04/2010;3400939872544;oui;65%;13,87;14,89;1,02
64128450;3423994;28 sachet(s)-dose(s) aluminium polyéthylène polyester de 1  g;Présentation active;Déclaration de commercialisation;15/01/2001;3400934239946;oui;65%;3,72;4,74;1,02
64129342;3386508;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;19/11/1996;3400933865085;oui;65%;25,36;26,38;1,02
64130871;3002948;plaquette(s) aluminium de 30 comprimé(s);Présentation active;Déclaration de commercialisation;05/12/2016;3400930029480;oui;65%;3,35;4,37;1,02
64132502;3998393;30 plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 1 comprimé(s);Présentation active;Déclaration de commercialisation;30/05/2016;3400939983936;non;65%;7,93;8,95;1,02
64132502;4950018;plaquette(s) thermoformée(s) PVC-Aluminium polyamide de 30 comprimé(s) (distributeur parallèle : BB Farma s.r.l.);Présentation active;Déclaration de commercialisation;14/11/2016;3400949500185;oui;65%;7,36;8,38;1,02
