Code_substance;nom_substance;dose_substance;nom_element_pharmaceutique;reference_dosage;nature_composant;num_liaison_SA_FT
26014;RHUS VERNIX POUR PRÉPARATIONS HOMÉOPATHIQUES;3 CH;granuléss;un comprimé;SA;6
26017;ORTIE (RACINE D') (POUDRE DE);290 mg;gélule;une gélule;SA;1
26023;ATALUREN;250 mg;granuléss;un sachet;SA;1
26036;LUMACAFTOR;100 mg;comprimé;un comprimé;SA;1
26053;EXTRAIT ALLERGÉNIQUE DE POLLEN DE FLOUVE ODORANTE;qsp 100 IR;comprimé 100 IR;un comprimé;SA;15
26064;EMPAGLIFLOZINE;5 mg;comprimé;un comprimé;SA;1
26095;MARBRE POUR PRÉPARATIONS HOMÉOPATHIQUES;6 DH;poudre orale;un flacon de poudre;SA;14
26125;ABIES NIGRA POUR PRÉPARATIONS HOMÉOPATHIQUES;0,625 mg (4 CH);comprimé;un comprimé;SA;8
26138;CELLULES AUTOLOGUES CD3+ TRANSDUITES ANTI-CD19 ;2 x 100 000 000 cellules au maximum;dispersion;une poche;SA;1
26150;PROMÉGESTONE;0,125 mg;comprimé;un comprimé;SA;1
26151;CROTON TIGLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
26157;CHININUM ARSENICOSUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;un flacon;SA;18
26197;SOLRIAMFÉTOL;150 mg;comprimé;un comprimé;FT;1
26221;OXIDRONATE DE SODIUM;3 mg;poudre;un flacon;SA;1
26310;BUTYLE (PARAHYDROXYBENZOATE DE);0,160 mg;dispositif n°14 PANEL 2;un dispositif;SA;80
26322;VENLAFAXINE;37,5 mg;gélule;une gélule;FT;1
26326;PYRETHRUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un stylo prérempli de 0,5 ml;SA;18
26335;BOVISTA GIGANTEA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;1 ml;SA;17
26361;NAFTIDROFURYL;81 mg;gélule;une gélule;FT;1
26370;DIOPSIDE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une gélule;SA;18
26376;ÉTOPOSIDE (PHOSPHATE D');113,60 mg;poudre;un flacon;SA;1
26382;FIDAXOMICINE;200 mg;comprimé;un comprimé;SA;1
26391;MICAFUNGINE;50 mg;poudre;un flacon;FT;1
26478;TAZOBACTAM;0,5 g;poudre;un flacon;FT;2
26503;TEINTURE DE PARTIE AÉRIENNE FLEURIE D'AVOINE;3 mL;solution;30 mL de solution buvable;SA;4
26561;TÉRIPARATIDE ;250 microgrammes;solution;1 mL;SA;8
26562;PIZOTIFÈNE BASE;0,500 mg;comprimé;un comprimé;FT;1
26569;VÉLAGLUCÉRASE ALFA ;400 unités;poudre;un flacon;SA;1
26601;PILOSELLE;0,36 g;plante(s);un sachet-dose;SA;3
26614;SABINA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un comprimé;SA;18
26617;EQUISETUM ARVENSE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
26622;ACIDE 5-AMINOLÉVULINIQUE;1,17 g;poudre;un flacon;FT;1
26624;STREPTOCOCCUS PNEUMONIAE SÉROTYPE 33F (POLYOSIDES DE);25 microgrammes;solution;une dose de 0,5 ml;SA;23
26649;CICLOSPORINE;50 mg;solution;une ampoule de 1 ml;SA;1
26659;ZINGIBER OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon;SA;18
26682;LÉTROZOLE;2,5 mg;comprimé;un comprimé;SA;1
26701;VERBASCUM THAPSUS POUR PRÉPARATIONS HOMÉOPATHIQUES;3 ml (2 DH);solution;un flacon de 30 ml;SA;6
26713;APIS MELLIFICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;100 g de gel;SA;17
26718;OR (POUDRE D') MÉTALLIQUE;0,098 mg;comprimé;un comprimé;SA;6
26727;ROSUVASTATINE CALCIQUE;5,2 mg;comprimé;un comprimé;SA;1
26772;CANGRÉLOR TÉTRASODIQUE;55,6 mg;poudre;un flacon;SA;1
26780;SUC SÉCHÉ DE FEUILLE D'ALOÈS DU CAP;1,10 g;solution;100 g de solution pour application cutanée;SA;1
26834;DINOPROSTONE;10 mg;système de diffusion;un dispositif;SA;1
26942;GEMFIBROZIL;450 mg;comprimé;un comprimé;SA;1
27023;BRODALUMAB ;210 mg;solution;1,5 mL de solution;SA;1
27062;INDIGOTINE;40 mg;solution;5 ml de solution injectable;SA;1
27074;CACAO POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
27104;PALMITATE DE PALIPÉRIDONE;546 mg;suspension;une seringue préremplie;SA;1
27173;ELTROMBOPAG OLAMINE;31,9 mg;comprimé;un comrpimé;SA;1
27179;EPTIFIBATIDE;2 mg;solution;1 ml;SA;1
27186;CHLORHYDRATE DE LÉVOCABASTINE;0,054 g;collyre;100 ml;SA;1
27201;BARICITINIB;4 mg;comprimé;un comprimé;SA;1
27222;CARVÉDILOL;25 mg;comprimé;un comprimé;SA;1
27265;DIVALPROATE DE SODIUM;538,20 mg;comprimé;un comprimé;SA;2
27287;DAPOXÉTINE;30 mg;comprimé;un comprimé;FT;1
27299;DI(OXO-5-PYRROLIDONE CARBOXYLATE-2) DE ZINC;25,00 mg;gélule;une gélule;SA;8
27302;ASPARAGUS OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une seringue préremplie;SA;18
27324;LOPÉRAMIDE (OXYDE DE) MONOHYDRATÉ;1,04 mg;comprimé;un comprimé;SA;1
27352;TOSILATE DE SORAFÉNIB;274,0 mg;comprimé;un comprimé;SA;1
27368;CHLOROBUTANOL HÉMIHYDRATÉ;0,5 g;solution;100 ml de solution pour bain de bouche;SA;2
27375;SAXAGLIPTINE;5 mg;comprimé;un comprimé;FT;1
27380;DÉSOGESTREL;150 microgrammes;comprimé;un comprimé;SA;1
27414;ARRÊTE-BOEUF (RACINE D');29,75 mg;gélule;une gélule;SA;7
27453;MÉTHOXYFLURANE;99,9 % m/m;liquide;3 ml;SA;1
27467;TROLAMINE;0,670 g;émulsion;100 g d'émulsion pour application cutanée;SA;1
27488;FLUNARIZINE;10 mg;comprimé;un comprimé;FT;5
27538;PYRITE DE FER POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH(crème à 4 %);crème;0,5 ml;SA;18
27541;FHBP DE LA SOUS-FAMILLE A DE NEISSERIA MENINGITIDIS DE SÉROGROUPE B ;60 microgrammes;suspension;une dose de 0,50 ml;SA;1
27570;ATAZANAVIR;150 mg;gélule;une gélule;FT;1
27650;COCHLEARIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;0,25 ml de solution reconstituée;SA;18
27660;TEMSIROLIMUS;30 mg;solution;un flacon;SA;1
27665;ANTIGÈNE DE SURFACE DE L'HÉPATITE B RECOMBINANT ;10 microgrammes;suspension;0,50 ml;SA;8
27705;SUCCINATE DE CIBENZOLINE;188,46 mg;comprimé;un comprimé;SA;1
27707;OXACILLINE BASE;1 g;poudre;un flacon;FT;1
27713;PITOLISANT;17,8 mg;comprimé;un comprimé;FT;1
27729;ACIDE CROMOGLYCIQUE;1,830 g;collyre;100 ml;FT;1
27736;DÉPALLÉTHRINE;1,80 g;solution;100 g de solution;SA;1
27775;RILPIVIRINE;900 mg;suspension;un flacon de 3 mL;SA;1
27812;CITRATE TRISODIQUE ANHYDRE;0,66 g;granuléss;un sachet-dose de 10 g de granuléss;SA;3
27929;FLUNARIZINE (DICHLORHYDRATE DE);11,78 mg;comprimé;un comprimé;SA;5
28021;BIFONAZOLE;1 g;crème;100 g;SA;1
28133;CHINA REGIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
28164;CITRATE D'YTTRIUM [90 Y];37 à 370 MBq à la date de calibration;suspension;1 ml;SA;2
28165;AMOXICILLINE TRIHYDRATÉE;entre 562,2 mg et 615,6 mg;gélule;une gélule;SA;1
28169;JUGLANS REGIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un flacon;SA;18
28206;BELLIS PERENNIS POUR PRÉPARATIONS HOMÉOPATHIQUES;3 mL (2 DH);solution;30 mL de solution;SA;8
28231;CHLORHYDRATE D'AVIZAFONE;20 mg;poudre;une cartouche;SA;3
28293;ACÉTATE DE NOMÉGESTROL;5,00 mg;comprimé;un comprimé;SA;1
28310;ANGUSTURA VERA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une gélule;SA;18
28372;DOXYCYCLINE BASE;100 mg;comprimé;un comprimé;FT;1
28406;ANÉMONE PULSATILLE (EXTRAIT FLUIDE D');2,500 g;solution;100 ml;SA;7
28408;TICARCILLINE SODIQUE;5,572 g;poudre;un flacon de 5,810 g;SA;1
28416;VANCOMYCINE BASE;125 000 UI;poudre;un flacon;FT;1
28437;OSILODROSTAT;10 mg;comprimé;un comprimé;FT;1
28459;PROPAFÉNONE (CHLORHYDRATE DE);300 mg;comprimé;un comprimé;SA;1
28519;FOLLITROPINE DELTA ;12 microgrammes;solution;0,36 mL de solution;SA;1
28521;TRILLIUM PENDULUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3 mL (6 DH);solution;30 mL de solution;SA;9
28530;DISCI THORACALES POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;10 ml;SA;18
28589;INDACATÉROL (MALÉATE D');0,389 mg;poudre;une gélule;SA;1
28609;NADOLOL;80 mg;comprimé;un comprimé;SA;1
28630;CEFTOBIPROLE;500 mg;poudre;un flacon;FT;1
28643;FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;granuléss;une cartouche;SA;14
28664;ANTITHROMBINE HUMAINE ;100 UI;poudre;1 ml de solution reconstituée;SA;4
28730;VIRUS POLIOMYELITIQUE SOUCHE MAHONEY DE TYPE 1 INACTIVÉ ;40 U.D;suspension;0,50 ml;SA;5
28741;SPIGELIA ANTHELMIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une cuillère-mesure de 5 ml de suspension reconstituée;SA;17
28784;SAQUINAVIR;500 mg;comprimé;1 comprimé;FT;1
28788;ORIGANUM MAJORANA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;un flacon;SA;15
28847;DARUNAVIR;600 mg;comprimé;un comprimé;FT;1
28886;BROMHYDRATE DE GALANTAMINE;16 mg;gélule;une gélule;SA;1
28889;PYRAZINAMIDE;300 mg;comprimé;un comprimé;SA;20
28914;KALMIA LATIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
28951;SPONGIA TOSTA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH;granuléss;un comprimé;SA;9
28969;CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES;6 DH;granuléss;1 ml de solution à diluer pour perfusion;SA;21
29000;RHODODENDRON CHRYSANTHUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;une gélule;SA;18
29039;RHEUM OFFICINALE POUR PRÉPARATIONS HOMÉOPATHIQUES;333,3 mg (5 CH);solution;un récipient unidose de 1 ml;SA;6
29042;VIRUS GRIPPAL RÉASSORTI, VIVANT, ATTÉNUÉ, SOUCHE A/VICTORIA/2570/2019 (H1N1)PDM09 - SOUCHE ANALOGUE (A/VICTORIA/1/2020, MEDI 340505) ;10^(7,0+/- 0,5) UFF;suspension;une dose de 0,2 ml;SA;1
29053;SURRENINE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une dose de 0,4 ml;SA;18
29076;MÉTHOXY POLYÉTHYLÈNE GLYCOL-ÉPOÉTINE BÊTA ;200 microgrammes;solution;une seringue préremplie;SA;1
29107;PHOSPHATE DISODIQUE DIHYDRATÉ;0,225 g;grand compartiment (B);1000 ml de solution;SA;11
29116;VIGNE ROUGE (FEUILLE DE) (EXTRAIT SEC DE);360 mg;comprimé;un comprimé;SA;1
29165;NALMÉFÈNE;18,06 mg;comprimé;un comprimé;FT;1
29205;CITRATE DE BÉTAÏNE ANHYDRE;2 g;comprimé;un comprimé;SA;1
29225;SABADILLA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une dose mesurée;SA;18
29226;ASARUM EUROPAEUM POUR PRÉPARATIONS HOMÉOPATHIQUES;13CH à 30CH et 26DH à 60DH;comprimé;une gélule;SA;18
29239;MAGNÉSIUM (GLUCONATE DE) DIHYDRATÉ;0,220 mg;comprimé;un comprimé;SA;1
29250;BROMHYDRATE DE CITALOPRAM;25,000 mg;comprimé;un comprimé;SA;1
29299;DÉLAFLOXACINE;300 mg;poudre;un flacon;FT;1
29318;IMMUNOGLOBULINE DE LAPIN ANTI-THYMOCYTES HUMAINS;5 mg;poudre;1 ml;SA;1
29335;SUNITINIB;50 mg;gélule;une gélule;FT;1
29337;TÉNOFOVIR DISOPROXIL;163 mg;comprimé;un comprimé;FT;1
29404;IXAZOMIB;3 mg;gélule;une gélule;FT;1
29418;VERATRUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES;8 DH 3 ml;solution;30 ml de solution;SA;8
29435;SYMPHORICARPUS RACEMOSUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;0,5 ml de solution;SA;18
29442;POTASSIUM (CLAVULANATE DE);0,238 g;poudre;un flacon de 5,810 g;SA;2
29452;MUCOR MUCEDO POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un flacon;SA;18
29456;TEZACAFTOR;100 mg;comprimé;un comprimé;SA;1
29476;GRANDE BARDANE (RACINE DE) (EXTRAIT SEC DE);200 mg;gélule;une gélule;SA;1
29486;OLMÉSARTAN MÉDOXOMIL;20 mg;comprimé;un comprimé;SA;1
29521;PATISIRAN;2 mg;solution;1 mL de solution;FT;1
29539;FUCUS VESICULOSUS POUR PRÉPARATIONS HOMÉOPATHIQUES;45 mg (2 DH);comprimé;un comprimé;SA;7
29547;MÉFLOQUINE (CHLORHYDRATE DE);274,09 mg;comprimé;un comprimé;SA;1
29577;PERMÉTHRINE;5 g;crème;100 g de crème;SA;1
29640;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, SOUCHE A/MICHIGAN/45/2015 (H1N1)PDM09 - SOUCHE ANALOGUE (A/MICHIGAN/45/2015, NYMC X-275) ;15 microgrammes d'hémagglutinine;suspension;une dose de 0,5 ml;SA;1
29686;SODIUM (SULFOSILICOALUMINATE DE);200,00 mg;comprimé;un comprimé;SA;1
29699;SECALE CORNUTUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3 mL (4 DH);solution;30 mL de solution;SA;10
29717;VIOLA ODORATA POUR PRÉPARATIONS HOMÉOPATHIQUES;T.M 3 ml;solution;30 ml de solution;SA;9
29808;ÉTHYLÈNEDIAMINE (DICHLORHYDRATE D');0,041 mg;dispositif n°11 PANEL 1;un dispositif;SA;32
29848;SCOPOLAMINE;0,25 mg;dispositif;un dispositif transdermique;SA;2
29853;THYMUS VULGARIS POUR PRÉPARATIONS HOMÉOPATHIQUES;3 DH 3 ml;solution;30 ml de solution;SA;10
29871;IVERMECTINE;3 mg;comprimé;un comprimé;SA;1
29878;TRINITRINE (SOLUTION DE);0,004580 ml de solution à 4 %;solution;une dose de 0,05 ml;SA;1
29909;IBUPROFÈNE (LYSINATE D');684 mg;comprimé;un comprimé;SA;1
29922;CONCENTRÉ DE PROTÉINES COAGULABLES ;50 - 90 mg;solution 1;1 ml;SA;1
29925;ZANAMIVIR;10 mg;solution;1 mL de solution;FT;1
30066;CRATAEGUS, DIGESTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;1 l de solution;SA;18
30108;SÉLÉNITE DE SODIUM;173 microgrammes;solution;une ampoule de 10 ml;SA;2
30116;MEZEREUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3 mL (5 DH);solution;30 mL de solution;SA;5
30158;CROSPOVIDONE;2000,0 mg;comprimé;un comprimé;SA;1
30182;ALETRIS FARINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH;granuléss;une gélule;SA;2
30195;ÉNOXACINE ANHYDRE;200 mg;comprimé;un comprimé;FT;1
30216;CHLORHYDRATE DE PROGUANIL;25 mg;comprimé;un comprimé;SA;2
30234;FORMICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
30272;POTASSIUM;0,040 mg;solution;une ampoule de 2 ml;FT;1
30315;ESPÈCES PECTORALES (EXTRAIT FLUIDE D');3,00  g;sirop;100 g de sirop;SA;3
30337;RHÉNIUM [186 RE] (SULFURE DE) (COLLOÏDAL) (SOLUTION INJECTABLE DE);148 à 370 MBq/ml à la date de calibration;suspension;un flacon;SA;1
30409;TAZOBACTAM SODIQUE;0,537 g;poudre;un flacon;SA;2
30470;PRASUGREL;10 mg;comprimé;un comprimé;FT;1
30476;PARIS QUADRIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 7DH à 60DH;comprimé;un flacon de 30 ml;SA;18
30488;DIMALÉATE D'AFATINIB;73,90 mg;comprimé;un comprimé;SA;1
30561;COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES;3 mL (4 DH);solution;30 mL de solution;SA;2
30613;FUMARATE DE FORMOTÉROL DIHYDRATÉ;6 microgrammes;solution;une dose mesurée;SA;1
30646;DEXKÉTOPROFÈNE;25 mg;comprimé;un comprimé;FT;1
30696;THIOSINAMINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
30765;CURCUMA LONGA (MACÉRÉ DE);qsp 0,150 g de mélange (Anémone pulsatilla / Curcuma longa);solution;100 ml de solution buvable;SA;9
30788;COCARBOXYLASE TÉTRAHYDRATÉ;5,8 mg;poudre;1 flacon de 5 ml;SA;5
30834;GÉMÉPROST;1 mg;ovule;un ovule;SA;1
30843;BERBERIS VULGARIS FRUCTUS POUR PRÉPARATIONS HOMÉOPATHIQUES;4 DH;granuléss;une gélule;SA;14
30871;ÉMICIZUMAB ;150 mg;solution;1 mL;SA;1
30911;CICLOPIROX OLAMINE;1 g;crème;100 g de créme;SA;1
30925;CEFTRIAXONE SODIQUE;596,50 mg;poudre;un flacon de poudre;SA;1
30981;NICOTINE (RÉSINATE DE);10,00 mg;comprimé;un comprimé;SA;1
30992;RANA BUFO POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un flacon de lyophilisat;SA;18
31035;IOBENGUANE (131I);9,25 MBq à la date de calibration;solution;1 mL;SA;1
31045;FLUTÉMÉTAMOL (18F);400 MBq à la date et à l'heure de calibration;solution;1 ml de solution;SA;1
31097;GEUM URBANUM, DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;un comprimé;SA;18
31103;VILANTÉROL;22 microgrammes;poudre de vilantérol de trifénatate;une dose délivrée;FT;3
31130;VERTEBRES LOMBAIRES POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;1 mL;SA;18
31174;FOSAMPRÉNAVIR CALCIQUE;853,2 mg;comprimé;un comprimé;SA;1
31246;TÉMOZOLOMIDE;250 mg;gélule;une gélule;SA;1
31269;DEXRAZOXANE;500 mg;poudre;un flacon;FT;1
31302;COLIBACILLINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;1 mL de solution;SA;17
31309;CARBONEUM SULFURATUM POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;100 mL de solution pour perfusion;SA;18
31360;ÉDOTRÉOTIDE;40 microgrammes;flacon poudre;un flacon;SA;1
31416;IRBÉSARTAN;300 mg;comprimé;un comprimé;SA;1
31513;MÉSILATE DE PAROXÉTINE;25,830 mg;comprimé;un comprimé;SA;1
31523;CHLORURE DE CUIVRE DIHYDRATÉ;1,02 mg;solution;une ampoule de 10 ml;SA;6
31554;LITHIUM;6,8 mEq;comprimé;un comprimé;FT;1
31558;LÉNOGRASTIM ;33,6 Millions UI (263 microgrammes);poudre;un flacon;SA;1
31591;MÉTYRAPONE;250 mg;capsule;une capsule;SA;1
31615;GRATIOLA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;comprimé;un comprimé;SA;18
31681;DOPAMINE POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 5DH à 60DH;granuléss;100 ml de sirop;SA;17
31694;FER FERRIQUE;500 mg;comprimé;un comprimé;FT;1
31750;TIPIRACIL;8,19 mg;comprimé;un comprimé;FT;2
31794;TISSU CAPILLAIRE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une ampoule de 5 ml;SA;18
31844;ABACAVIR;300 mg;comprimé;un comprimé;FT;1
31907;UTÉRINE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un comprimé;SA;18
31969;CRISANTASPASE ;10 000 UI;poudre;un flacon;SA;1
32044;INFLIXIMAB ;100 mg;poudre;un flacon;SA;1
32050;SUCCINATE DE SOLIFÉNACINE;5 mg;comprimé;un comprimé;SA;1
32109;CYPROHEPTADINE;4,00 mg;comprimé;un comprimé;FT;1
32131;CABERGOLINE;0,5 mg;comprimé;un comprimé;SA;1
32273;ALIZAPRIDE;50 mg;comprimé;un comprimé;FT;2
32308;VARDÉNAFIL;20 mg;comprimé;un comprimé;FT;1
32340;CALADIUM SEGUINUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;17
32353;FUMETERRE (PARTIE AÉRIENNE FLEURIE DE) (POUDRE DE);220 mg;gélule;une gélule;SA;1
32500;VARDÉNAFIL (MONOCHLORHYDRATE DE) TRIHYDRATÉ;11,852 mg;comprimé;un comprimé;SA;1
32597;ADÉNOVIRUS TYPE 26 CODANT POUR LA GLYCOPROTÉINE SPIKE DU SARS-COV-2 ;non inférieur à 8,92 log10 U. Inf.;suspension;une dose de 0,5 mL (1 flacon contient 5 doses);SA;1
32611;TIOTROPIUM;18 microgrammes;gélule;une gélule;FT;1
32622;JUS PRESSÉ DÉSHYDRATÉ DES PARTIES AÉRIENNES FLEURIES FRAÎCHES D'ECHINACEA PURPUREA;180 mg;comprimé;un comprimé;SA;1
32627;RIZATRIPTAN;10 mg;comprimé;un comprimé;FT;1
32693;ERTAPÉNEM;1,0 g;poudre;un flacon;FT;1
32737;ANGELICA ARCHANGELICA POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH (crème à 4 %);crème;un comprimé;SA;15
32743;FINASTÉRIDE;5 mg;comprimé;un comprimé;SA;1
32833;GALANTAMINE;8 mg;gélule;une gélule;FT;1
32860;FLUOROÉTHYL-L TYROSINE (18F);2 GBq à la date et à l'heure de calibration;solution;1 mL;SA;1
32925;CHLORHYDRATE DE TERBINAFINE;281,25 mg;comprimé;un comprimé;SA;1
32990;VESSIE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;un flacon de 2 ml;SA;18
33207;ROSUVASTATINE;5 mg;comprimé;un comprimé;FT;1
33218;INSULINE ASPARTE ;100 unités d’insuline asparte;solution;1 ml;SA;1
33249;FACTEUR DE COAGULATION AYANT UNE ACTIVITÉ COURT-CIRCUITANT L'INHIBITEUR DU FACTEUR VIII ;50 Unités FEIBA;poudre;1 ml de solution reconstituée;SA;1
33259;VÉNÉTOCLAX;10 mg;comprimé;un comprimé;SA;1
33296;EXTRAIT ALLERGÉNIQUE DE DERMATOPHAGOIDES PTERONYSSINUS;6 SQ-HDM;lyophilisat;un lyophilisat;SA;1
33342;RABÉPRAZOLE SODIQUE MONOHYDRATÉ;20 mg;comprimé;un comprimé;SA;1
33387;FUMARATE DE BÉDAQUILINE;120,89 mg;comprimé;un comprimé;SA;1
33424;OCRIPLASMINE ;0,5 mg;solution;0,2 ml de solution;SA;1
33440;OCIMUM BASILICUM POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;une dose de 0,5 ml de vaccin reconstitué;SA;18
33474;LATANOPROST;50 microgrammes;collyre;1 ml;SA;1
33479;PETIT HOUX (RHIZOME DE) (POUDRE DE);350 mg;gélule;une gélule;SA;1
33497;STIBINE POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;une gélule;SA;18
33518;LEMNA MINOR POUR PRÉPARATIONS HOMÉOPATHIQUES;2CH à 30CH et 4DH à 60DH;comprimé;un comprimé;SA;18
33543;INDACATÉROL;150 microgrammes;poudre;une gélule;FT;1
33586;TEINTURE DE PARTIE AÉRIENNE FLEURIE DE MÉLILOT;4,8 mL;solution;60 mL de solution buvable en gouttes;SA;2
33609;FRACTION FLAVONOÏQUE PURIFIÉE MICRONISÉE;500 mg dont 450 mg de diosmine et 50 mg de flavonoïdes exprimés en hespéridine;comprimé;un comprimé;SA;1
33617;CÉFIXIME ANHYDRE;200 mg;comprimé;un comprimé;FT;1
33763;TÉDUGLUTIDE ;1,25 mg;poudre;un flacon;SA;1
33777;PENICILLIUM CANDIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES;4CH à 30CH et 8DH à 60DH;comprimé;100 ml de solution injectable;SA;18
33794;VIRUS DE LA GRIPPE FRAGMENTÉ, INACTIVÉ, B/BRISBANE/60/2008 - SOUCHE ANALOGUE (B/BRISBANE/60/2008, TYPE SAUVAGE)  ;15 microgrammes d'hémagglutinine;suspension;une dose de 0,5 ml;SA;3
33803;CHLORHYDRATE DE DONÉPÉZIL;5 mg;comprimé;un comprimé;SA;1
33811;PALIVIZUMAB ;100 mg;poudre;un flacon;SA;5
33939;HARPAGOPHYTON (EXTRAIT SEC D');450 mg;comprimé;un comprimé;SA;1
33959;CHLORHEXIDINE (DIGLUCONATE DE), SOLUTION DE;0,5 ml;solution;100 ml de solution pour bain de bouche;SA;1
33980;TEUCRIUM SCORODONIA POUR PRÉPARATIONS HOMÉOPATHIQUES;3CH à 30CH et 6DH à 60DH;comprimé;une gélule;SA;18
34048;SALICAIRE (SOMMITÉ FLEURIE SÉCHÉE DE) (EXTRAIT SEC DE);200 mg;gélule;une gélule;SA;1
34064;EXTRAIT SEC TITRÉ D'ALOÈS;32 mg soit 6,4 mg quantité exprimé en barbaloïne;comprimé;un comprimé;SA;10
