CodeCIS;Denomination_medicament;Forme_pharmaceutique;Voie_administration;Type_procédure_AMM;Date_AMM ;Titulaire(s);Surveillance_renforcée
64941404;MILEVONI 150 microgrammes/30 microgrammes, comprimé enrobé;comprimé enrobé;orale;Procédure nationale;25/09/2014; LABORATOIRE CCD;Non
64941728;ACICLOVIR ZENTIVA 5 %, crème;crème;cutanée;Procédure nationale;27/05/2004; ZENTIVA FRANCE;Non
64942100;RISPERIDONE MYLAN PHARMA 0,5 mg, comprimé orodispersible;comprimé orodispersible;orale;Procédure décentralisée;16/02/2018; MYLAN SAS;Non
64944585;COCYNTAL, solution buvable en récipient unidose;solution buvable;orale;Procédure nationale;23/12/2019; BOIRON;Non
64944927;ACIDE FUSIDIQUE EG 2 %, crème;crème;cutanée;Procédure nationale;15/10/2008; EG LABO - LABORATOIRES EUROGENERICS;Non
64944934;DICLOFENAC URGO 1 %, gel;gel;cutanée;Procédure nationale;06/03/2013; LABORATOIRES URGO HEALTHCARE;Non
64945242;VOTUBIA 3 mg, comprimé dispersible;comprimé dispersible;orale;Procédure centralisée;15/11/2013; NOVARTIS EUROPHARM (IRLANDE);Non
64946508;FLECAÏNIDE SANDOZ 100 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;23/11/2007; SANDOZ;Non
64946554;HISTAMINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/04/2012; BOIRON;Non
64946732;ARGENTUM NITRICUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);31/08/2009; LEHNING;Non
64947414;METFORMINE EVOLUGEN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;29/04/2011; EVOLUPHARM;Non
64947510;RHINADVILCAPS RHUME IBUPROFENE/PSEUDOEPHEDRINE 200 mg/30 mg, capsule molle;capsule molle;orale;Procédure décentralisée;21/11/2017; GLAXOSMITHKLINE SANTE GRAND PUBLIC;Non
64947930;ANTIMONIUM CRUDUM LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);23/07/2010; LEHNING;Non
64948936;IBUPROFENE TEVA 200 mg, comprimé enrobé;comprimé enrobé;orale;Procédure nationale;30/10/2002; TEVA SANTE;Non
64949002;PREDNISOLONE TEVA 20 mg, comprimé effervescent sécable;comprimé effervescent(e) sécable;orale;Procédure nationale;31/08/2001; TEVA SANTE;Non
64949625;ROSUVASTATINE SANDOZ 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;11/07/2016; SANDOZ;Non
64950392;EPIDUO 0,3 %/2,5 %, gel;gel;cutanée;Procédure décentralisée;14/03/2017; GALDERMA INTERNATIONAL;Non
64951170;METOJECT 25 mg/0,5 ml, solution injectable en seringue préremplie;solution injectable;intramusculaire,intraveineuse,sous-cutanée;Procédure nationale;25/01/2013; MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE);Non
64952190;THYROFIX 125 microgrammes, comprimé;comprimé;orale;Procédure décentralisée;14/06/2019; UNI-PHARMA KLEON TSETIS PHARMACEUTICAL LABORATORIES (GRECE);Non
64954387;BORNITE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);25/10/2019; BOIRON;Non
64954526;CEANOTHUS AMERICANUS SICCUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;solution;orale,sublinguale;Enreg homéo (Proc. Nat.);17/08/2011; WELEDA;Non
64954647;RENINE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; crème et solution et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);23/05/2019; WELEDA;Non
64954736;SEVIKAR 40 mg/10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;03/10/2008; DAIICHI SANKYO FRANCE;Non
64955133;TIVICAY 5 mg, comprimé dispersible;comprimé dispersible;orale;Procédure centralisée;11/01/2021; VIIV HEALTHCARE (PAYS-BAS);Non
64957305;EFFENTORA 100 microgrammes, comprimé gingival;comprimé;gingivale;Procédure centralisée;04/04/2008; TEVA (PAYS-BAS);Non
64957465;AMLODIPINE/VALSARTAN ZENTIVA 5 mg/80 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;08/06/2017; ZENTIVA FRANCE;Non
64959295;VENLAFAXINE ARROW GENERIQUES LP 75 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure décentralisée;16/11/2017; ARROW GENERIQUES;Non
64959427;TADALAFIL EG LABO 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;19/05/2020; EG LABO - LABORATOIRES EUROGENERICS;Non
64959669;RUTA GRAVEOLENS LEHNING, degré de dilution compris entre 4CH à 30CH et 8DH à 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);04/08/2017; LEHNING;Non
64960760;CASPOFUNGINE HIKMA 70 mg, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Procédure nationale;12/03/2018; HIKMA FARMACEUTICA (PORTUGAL);Non
64961378;ONDANSETRON ARROW 8 mg, comprimé orodispersible;comprimé orodispersible;orale;Procédure nationale;27/12/2006; ARROW GENERIQUES;Non
64961474;ARNICA MONTANA TEINTURE MERE BOIRON, liquide pour application cutanée;solution pour application;cutanée;Procédure nationale;05/10/2009; BOIRON;Non
64964591;OXYCODONE MYLAN LP 40 mg, comprimé pelliculé à libération prolongée;comprimé pelliculé à libération prolongée;orale;Procédure décentralisée;10/09/2014; MYLAN SAS;Non
64965070;ATROPINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);12/07/2012; BOIRON;Non
64966902;KOVALTRY 1000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Procédure centralisée;18/02/2016; BAYER AG (ALLEMAGNE);Non
64967356;VIMPAT 10 mg/ml, solution pour perfusion;solution pour perfusion;intraveineuse;Procédure centralisée;29/08/2008; UCB PHARMA BELGIQUE;Non
64967484;FLUCONAZOLE BIOGARAN 10 mg/ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Procédure nationale;27/12/2006; BIOGARAN;Non
64968807;REFACTO AF 2000 UI, poudre et solvant pour solution injectable en seringue préremplie;poudre et  solvant pour solution injectable;intraveineuse;Procédure centralisée;06/05/2011; PFIZER EUROPE MA EEIG (BELGIQUE);Non
64969873;CLAREAL 0,075 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;29/07/2011; PIERRE FABRE MEDICAMENT;Non
64970338;SPASFON LYOC 160 mg, lyophilisat oral;lyophilisat;orale,sublinguale;Procédure nationale;29/04/2011; TEVA SANTE;Non
64971365;FOSFOMYCINE CRISTERS 3 g ADULTES, granulés pour solution buvable en sachet;granulés pour solution buvable;orale;Procédure nationale;12/06/2009; CRISTERS;Non
64974532;FLUCIS 250 MBq/mL, solution injectable;solution injectable;intraveineuse;Procédure décentralisée;01/04/2009; CIS BIO INTERNATIONAL;Non
64975424;GLONOINUM BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/06/2009; BOIRON;Non
64976412;INNOVAIR NEXTHALER 100 microgrammes/6 microgrammes par inhalation, poudre pour inhalation;poudre pour inhalation;inhalée;Procédure décentralisée;06/05/2013; CHIESI;Non
64977368;SEASONIQUE 150 microgrammes/30 microgrammes + 10 microgrammes, comprimé pelliculé;comprimé pelliculé ;orale;Procédure décentralisée;20/03/2015; THERAMEX IRELAND (IRLANDE);Non
64978527;ANTIMONIUM ARSENICOSUM WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH;granulés et  poudre et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);25/10/2017; WELEDA;Non
64979294;RIVASTIGMINE ARROW 4,6 mg/24 heures, dispositif transdermique;dispositif;transdermique;Procédure décentralisée;10/12/2014; ARROW GENERIQUES;Non
64979305;TELMISARTAN/HYDROCHLOROTHIAZIDE SANDOZ 80 mg/25 mg, comprimé enrobé;comprimé enrobé;orale;Procédure décentralisée;30/04/2019; SANDOZ;Non
64980720;MEMANTINE ALMUS 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;20/02/2013; BIOGARAN;Non
64982187;MERCURIUS CYANATUS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);16/11/2017; BOIRON;Non
64982194;APREPITANT ZENTIVA 125 mg, gélule et APREPITANT ZENTIVA 80 mg, gélule;gélule;orale;Procédure décentralisée;11/01/2019; ZENTIVA FRANCE;Non
64983773;TADALAFIL BIOGARAN 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;17/07/2017; BIOGARAN;Non
64984843;EUROBIOL 40 000 U, gélule gastro-résistante;gélule gastro-résistant(e);orale;Procédure nationale;09/04/2015; LABORATOIRES MAYOLY SPINDLER;Non
64986762;APREPITANT MYLAN 125 mg, gélule;gélule;orale;Procédure décentralisée;16/01/2018; MYLAN SAS;Non
64986919;CABERGOLINE TEVA 0,5 mg, comprimé;comprimé;orale;Procédure décentralisée;05/06/2008; TEVA SANTE;Non
64987864;TRIATEC 2,5 mg, comprimé sécable;comprimé sécable;orale;Autorisation d'importation parallèle;04/10/2016; BB FARMA (ITALIE);Non
64988507;NORDIMET 25 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Procédure centralisée;18/08/2016; NORDIC GROUP (PAYS-BAS);Non
64988770;CIPROFLOXACINE SUN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;06/07/2007; SUN PHARMA FRANCE;Non
64989281;CETIRIZINE MYLAN 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;16/10/2002; MYLAN SAS;Non
64990230;TEMOZOLOMIDE MYLAN 20 mg, gélule;gélule;orale;Procédure décentralisée;15/07/2010; MYLAN SAS;Non
64991282;PREGABALINE PFIZER 50 mg, gélule;gélule;orale;Procédure centralisée;10/04/2014; UPJOHN (PAYS-BAS);Non
64993290;COLCHICUM AUTUMNALE, digesté WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  crème et  solution en gouttes en gouttes;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);21/05/2019; WELEDA;Non
64993924;FINASTERIDE ZYDUS 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;07/04/2009; ZYDUS FRANCE;Non
64997342;OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Procédure nationale;06/12/2010; ARROW GENERIQUES;Non
65000261;THIOPENTAL PANPHARMA 500 mg, poudre pour solution injectable;poudre pour solution injectable;intraveineuse;Procédure nationale;21/09/2017; PANPHARMA;Non
65000788;ZYPADHERA 300 mg, poudre et solvant pour suspension injectable à libération prolongée;poudre et  solvant pour suspension injectable à libération prolongée;intramusculaire;Procédure centralisée;19/11/2008; ELI LILLY (PAYS BAS);Non
65001388;RUPATADINE MYLAN 10 mg, comprimé;comprimé;orale;Procédure nationale;07/12/2016; MYLAN SAS;Non
65001986;LERCANIDIPINE CRISTERS 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;28/06/2010; CRISTERS;Non
65002725;CEFEPIME MYLAN 1 g, poudre pour solution injectable;poudre pour solution injectable;intramusculaire,intraveineuse;Procédure nationale;17/11/2008; MYLAN SAS;Non
65003528;PREGABALINE EG LABO 75 mg, gélule;gélule;orale;Procédure décentralisée;18/12/2017; EG LABO - LABORATOIRES EUROGENERICS;Non
65004263;DICLOFENAC TEVA CONSEIL 1 %, gel;gel;cutanée;Procédure nationale;10/11/2008; TEVA SANTE;Non
65004968;CARBOCISTEINE BIOGARAN 2 % ENFANTS SANS SUCRE, solution buvable édulcorée à la saccharine sodique;solution buvable;orale;Procédure nationale;18/01/2002; BIOGARAN;Non
65005479;VANCOMYCINE MIP 1000 mg, poudre pour solution pour perfusion;poudre pour solution pour perfusion;intraveineuse;Procédure nationale;24/01/2011; MIP PHARMA (ALLEMAGNE);Non
65005721;FLUCONAZOLE SANDOZ 10 mg/ml, poudre pour suspension buvable;poudre pour suspension buvable;orale;Procédure nationale;27/12/2006; SANDOZ;Non
65006702;GAMUNEX 100 mg/mL, solution pour perfusion;solution pour perfusion;intraveineuse;Procédure de reconnaissance mutuelle;10/01/2019; GRIFOLS DEUTSCHLAND (ALLEMAGNE);Non
65006905;ODOMZO 200 mg, gélule;gélule;orale;Procédure centralisée;14/08/2015; SUN PHARMACEUTICAL INDUSTRIES EUROPE (PAYS BAS);Non
65007804;COSENTYX 150 mg, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Procédure centralisée;15/01/2015; NOVARTIS EUROPHARM (IRLANDE);Non
65009278;PREDNISOLONE ARROW 20 mg, comprimé orodispersible;comprimé orodispersible;orale;Procédure nationale;01/12/2008; ARROW GENERIQUES;Non
65010266;REKOVELLE 72 microgrammes/2,16 mL, solution injectable en stylo prérempli;solution injectable;sous-cutanée;Procédure centralisée;08/05/2018; FERRING PHARMACEUTICALS (DANEMARK);Non
65012267;VENLAFAXINE SUN LP 37,5 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure décentralisée;31/08/2012; SUN PHARMA FRANCE;Non
65012445;KETOPROFENE PHARMY II 100 mg/2 ml, solution injectable;solution injectable;intramusculaire;Procédure nationale;05/04/2006; LABORATOIRES ETHYPHARM;Non
65013013;IVOZALL 1 mg/ml, solution à diluer pour perfusion.;solution à diluer pour perfusion;intraveineuse;Procédure centralisée;14/11/2019; ORPHELIA PHARMA;Non
65013910;DORZOLAMIDE ARROW 2 %, collyre en solution;collyre en solution;ophtalmique;Procédure nationale;23/02/2011; ARROW GENERIQUES;Non
65014058;ALIZEM 30 mg, capsule molle;capsule molle;orale;Procédure décentralisée;16/01/2019; PIERRE FABRE DERMATOLOGIE;Oui
65014745;DORZOLAMIDE/TIMOLOL CRISTERS 20 mg/mL + 5 mg/mL, collyre en solution;collyre en solution;ophtalmique;Procédure nationale;05/08/2015; CRISTERS;Non
65014909;SEDUM ACRE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);15/04/2020; BOIRON;Non
65015968;CRINONE 80 mg/g, gel vaginal;gel;vaginale;Procédure de reconnaissance mutuelle;16/07/2015; MERCK SANTE;Non
65016842;ZOLMITRIPTAN MYLAN 2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/03/2012; MYLAN SAS;Non
65017150;NARATRIPTAN ZENTIVA 2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;03/10/2011; ZENTIVA FRANCE;Non
65017588;BARYTA MURIATICA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);12/04/2012; LEHNING;Non
65017848;FLECAÏNE L.P. 200 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;18/12/2001; MEDA PHARMA;Non
65017887;GARDASIL 9, suspension injectable en seringue préremplie. Vaccin Papillomavirus Humain 9-valent (Recombinant, adsorbé);suspension injectable;intramusculaire;Procédure centralisée;10/06/2015; MSD VACCINS;Non
65018658;VENLAFAXINE BIOGARAN LP 75 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;04/09/2008; BIOGARAN;Non
65018925;IRIS TENAX BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);11/01/2019; BOIRON;Non
65021031;OFLOXACINE SANDOZ 200 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;17/05/2004; SANDOZ;Non
65021818;BUPRENORPHINE ARROW 8 mg, comprimé sublingual;comprimé;sublinguale;Procédure nationale;31/01/2006; ARROW GENERIQUES;Non
65021832;ESOMEPRAZOLE TEVA 20 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Procédure décentralisée;14/02/2011; TEVA SANTE;Non
65022418;KIGABEQ 100 mg, comprimé soluble;comprimé;gastrique,orale;Procédure centralisée;20/09/2018; ORPHELIA PHARMA;Non
65023242;ZYPADHERA 405 mg, poudre et solvant pour suspension injectable à libération prolongée;poudre et  solvant pour suspension injectable à libération prolongée;intramusculaire;Procédure centralisée;19/11/2008; ELI LILLY (PAYS BAS);Non
65024515;UROREC 4 mg, gélule;gélule;orale;Procédure centralisée;29/01/2010; RECORDATI IRELAND;Non
65025364;ROPIVACAINE NORIDEM 2 mg/mL, solution pour perfusion;solution pour perfusion;infiltration,péridurale,périneurale;Procédure de reconnaissance mutuelle;15/04/2019; NORIDEM;Non
65027575;ULTRAVIST 370 (370 mg d'Iode/mL), solution injectable en seringue préremplie pour injecteur automatique;solution injectable;intra-artérielle,intraveineuse;Procédure nationale;13/11/2009; BAYER HEALTHCARE;Non
65028022;ALENDRONATE TEVA 10 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;02/11/2004; TEVA SANTE;Non
65028570;CHOLECALCIFEROL MYLAN 100 000 UI, solution buvable en ampoule;solution buvable;orale;Procédure nationale;31/12/2014; MYLAN SAS;Non
65029882;LOSARTAN EG 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;09/04/2009; EG LABO - LABORATOIRES EUROGENERICS;Non
65030856;ATORVASTATINE BIOGARAN 40 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;24/06/2019; BIOGARAN;Non
65031278;RABEPRAZOLE ZENTIVA 20 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Procédure décentralisée;07/02/2012; ZENTIVA FRANCE;Non
65031328;BETAMETHASONE ZENTIVA 2 mg, comprimé dispersible sécable;comprimé dispersible sécable;orale;Procédure nationale;08/10/2008; ZENTIVA FRANCE;Non
65031417;BISOPROLOL QUIVER 10 mg, comprimé sécable;comprimé sécable;orale;Procédure nationale;27/01/2014; ARROW GENERIQUES;Non
65031901;EUCALYPTUS GLOBULUS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);14/08/2013; WELEDA;Non
65033286;TCAPS 75 microgrammes, capsule molle;capsule molle;orale;Procédure nationale;13/02/2018; IBSA PHARMA SAS;Non
65033304;BETAHISTINE CRISTERS 24 mg, comprimé;comprimé;orale;Procédure nationale;11/04/2019; CRISTERS;Non
65035846;ACIDE ALENDRONIQUE/CHOLECALCIFEROL (VITAMINE D3) EG 70 mg/2800 UI, comprimé;comprimé;orale;Procédure décentralisée;16/10/2017; EG LABO - LABORATOIRES EUROGENERICS;Non
65035967;LETROZOLE SUN 2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;29/12/2010; SUN PHARMACEUTICAL INDUSTRIES EUROPE (PAYS BAS);Non
65036318;KALYDECO 150 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;23/07/2012; VERTEX PHARMACEUTICALS (IRELAND);Non
65037007;ENVARSUS 0,75 mg, comprimé à libération prolongée;comprimé à libération prolongée;orale;Procédure centralisée;18/07/2014; CHIESI FARMACEUTICI;Non
65037644;INOVELON 200 mg, comprimé pelliculé;comprimé pelliculé sécable;orale;Procédure centralisée;16/01/2007; EISAI (ROYAUME-UNI);Non
65038949;W524;granulés et  solution en gouttes en gouttes buvable en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);05/06/2020; WELEDA;Non
65039289;ESOMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante;gélule gastro-résistant(e);orale;Procédure nationale;15/02/2012; MYLAN SAS;Non
65039517;OLANZAPINE TEVA 10 mg, comprimé orodispersible;comprimé orodispersible;orale;Procédure centralisée;12/12/2007; TEVA (PAYS-BAS),TEVA PHARMA (PAYS-BAS);Non
65040811;CLARITHROMYCINE ARROW 50 mg/ml, granulés pour suspension buvable;granulés pour suspension buvable;orale;Procédure nationale;26/05/2008; ARROW GENERIQUES;Non
65043177;ESCITALOPRAM TEVA 10 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure de reconnaissance mutuelle;09/04/2014; TEVA SANTE;Non
65043451;NICORETTE 2 mg, comprimé à sucer;comprimé à sucer;voie buccale autre;Procédure nationale;24/12/2013; JOHNSON & JOHNSON SANTE BEAUTE FRANCE;Non
65043939;IRINOTECAN MEDAC 20 mg/mL, solution à diluer pour perfusion;solution à diluer pour perfusion;intraveineuse;Procédure décentralisée;12/08/2009; MEDAC GESELLSCHAFT FUR KLINISCHE SPEZIALPRAPARATE (ALLEMAGNE);Non
65044350;NOVOEIGHT 1000 UI, poudre et solvant pour solution injectable;poudre et  solvant pour solution injectable;intraveineuse;Procédure centralisée;13/11/2013; NOVO NORDISK (DANEMARK);Non
65045274;COTELLIC 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;20/11/2015; ROCHE REGISTRATION (ALLEMAGNE);Non
65047243;PHYSIONEAL 40 GLUCOSE 1,36 % CLEARFLEX, solution pour dialyse péritonéale;solution et  solution pour dialyse péritonéale;intrapéritonéale;Procédure de reconnaissance mutuelle;12/10/2004; BAXTER;Non
65050983;LIPERCOSYL 20 mg/5 mg, gélule;gélule;orale;Procédure décentralisée;19/01/2018; LES LABORATOIRES SERVIER;Non
65052653;CYPRIPEDIUM PUBESCENS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);11/05/2016; BOIRON;Non
65052799;JASMINELLE 0,02 mg/3 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;10/07/2006; BAYER HEALTHCARE;Non
65053463;FORMICA RUFA BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);17/09/2019; BOIRON;Non
65057344;ASPIDIUM FILIX MAS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);11/01/2019; BOIRON;Non
65057814;INEGY 10 mg/40 mg, comprimé;comprimé;orale;Procédure de reconnaissance mutuelle;28/07/2005; ORGANON FRANCE;Non
65057910;HOMEODRAIN, granules;granulés;sublinguale;Procédure nationale;04/03/2008; LG HOMEO;Non
65058186;MIRCERA 360 microgrammes/0,6 ml, solution injectable en seringue préremplie;solution injectable;intraveineuse,sous-cutanée;Procédure centralisée;05/09/2008; ROCHE REGISTRATION;Non
65058282;ESOMEPRAZOLE SUN 20 mg, comprimé gastro-résistant;comprimé gastro-résistant(e);orale;Procédure décentralisée;06/07/2011; SUN PHARMA FRANCE;Non
65061182;BENDAMUSTINE ACCORD 2,5 mg/mL, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Procédure décentralisée;03/02/2016; ACCORD HEALTHCARE FRANCE;Non
65061780;VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;08/08/2011; CRISTERS;Non
65062366;AGARICUS MUSCARIUS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);23/07/2010; LEHNING;Non
65063322;ACIDE ZOLEDRONIQUE MYLAN 5 mg/100 ml, solution pour perfusion;solution pour perfusion;intraveineuse;Procédure nationale;29/01/2014; MYLAN SAS;Non
65064520;GLICLAZIDE MYLAN 60 mg, comprimé sécable à libération modifiée;comprimé à libération modifiée sécable;orale;Procédure décentralisée;01/02/2018; MYLAN SAS;Non
65065818;VALSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 160 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;16/10/2013; EVOLUPHARM;Non
65066770;ZOPICLONE ZENTIVA 7,5 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;07/11/2008; ZENTIVA FRANCE;Non
65069624;VIOLA TRICOLOR BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);15/07/2013; BOIRON;Non
65069987;ROBINIA PSEUDO-ACACIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);01/07/2013; BOIRON;Non
65070509;GEFITINIB EG 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/08/2018; EG LABO - LABORATOIRES EUROGENERICS;Non
65070911;CARBO VEGETABILIS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH;granulés et  poudre et  solution en gouttes en gouttes;orale,sublinguale;Enreg homéo (Proc. Nat.);25/03/2010; WELEDA;Non
65071205;SANICULA EUROPAEA BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH; comprimé et solution(s) et granules et poudre et pommade;cutanée,orale,sublinguale;Enreg homéo (Proc. Nat.);26/09/2016; BOIRON;Non
65074475;VENLAFAXINE SANDOZ LP 37,5 mg, gélule à libération prolongée;gélule à libération prolongée;orale;Procédure nationale;05/09/2008; SANDOZ;Non
65077051;INVANZ 1 g, poudre pour solution à diluer pour perfusion;poudre pour solution à diluer pour perfusion;intraveineuse;Procédure centralisée;18/04/2002; MERCK SHARP & DOHME (PAYS-BAS);Non
65078139;LEVETIRACETAM ARROW LAB 1000 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure décentralisée;20/10/2014; ARROW GENERIQUES;Non
65078623;IVERMECTINE MYLAN 3 mg, comprimé;comprimé;orale;Procédure nationale;22/05/2018; MYLAN SAS;Non
65079554;ACIDE ALENDRONIQUE/VITAMINE D3 TEVA SANTE 70 mg/5600 UI, comprimé;comprimé;orale;Procédure décentralisée;29/05/2017; TEVA SANTE;Non
65079846;FLUOXETINE SUN 20 mg, gélule;gélule;orale;Procédure nationale;10/07/2006; SUN PHARMA FRANCE;Non
65080478;OFLOXACINE MYLAN 200 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;23/09/2002; MYLAN SAS;Non
65080738;SIMVASTATINE ZENTIVA 20 mg, comprimé pelliculé sécable;comprimé pelliculé sécable;orale;Procédure nationale;25/01/2005; ZENTIVA FRANCE;Non
