Id_grp_generique;libelle_gp_gen;type_generique;num_tri
570;URAPIDIL (CHLORHYDRATE D') équivalant à URAPIDIL 50 mg/10 ml - EUPRESSYL 50 mg, solution injectable (I.V.).;1;2
574;NALBUPHINE (CHLORHYDRATE DE) 20 mg /2 ml - NUBAIN 20 mg/2 ml, solution injectable.;1;2
575;FLUDARABINE (PHOSPHATE DE) 50 mg - FLUDARA 50 mg, poudre pour solution injectable ou perfusion.;0;1
578;OXYTOCINE 5 UI/1 ml - SYNTOCINON 5 U.I/1 ml, solution injectable en ampoule.;1;4
579;CYTARABINE 100 mg/5 ml - CYTARABINE SANDOZ 20 mg/ml, solution injectable (FLACON de 5 ml).;0;1
580;TRIMETAZIDINE (DICHLORHYDRATE DE) 35 mg - VASTAREL 35 mg, comprimé pelliculé à libération modifiée.;1;4
581;ALPRAZOLAM 1 mg - XANAX 1 mg, comprimé sécable.;1;3
582;FOSINOPRIL SODIQUE 20 mg + HYDROCHLOROTHIAZIDE 12,5 mg - FOZIRETIC 20 mg/12,5 mg, comprimé sécable.;1;5
584;GRANISETRON (CHLORHYDRATE DE) équivalant à GRANISETRON 3 mg/3 ml - KYTRIL 3 mg/3 ml, solution injectable.;0;1
587;CEFIXIME TRIHYDRATE équivalant à 200 mg CEFIXIME  - OROKEN 200 mg, comprimé pelliculé.;1;10
588;OXCARBAZEPINE 150 mg - TRILEPTAL 150 mg, comprimé pelliculé.;1;3
589;OXCARBAZEPINE 300 mg - TRILEPTAL 300 mg, comprimé pelliculé.;1;2
590;OXCARBAZEPINE 600 mg - TRILEPTAL 600 mg, comprimé pelliculé.;1;3
591;LANSOPRAZOLE 30 mg - LANZOR 30 mg, gélule gastro-résistante;1;12
593;LANSOPRAZOLE 15 mg - LANZOR 15 mg, gélule gastro-résistante;1;9
595;BETAHISTINE (DICHLORHYDRATE DE) 24 mg - BETASERC 24 mg, comprimé.;1;12
597;ESMOLOL (CHLORHYDRATE D') 100 mg/10 ml - BREVIBLOC 100 mg/10 ml, solution injectable en flacon.;0;1
599;EPIRUBICINE (CHLORHYDRATE D') 20 mg/10 ml - FARMORUBICINE 20 mg/10 ml, solution pour perfusion (FLACON de 10 ml).;1;4
600;LANSOPRAZOLE 15 mg - OGASTORO 15 mg, comprimé orodispersible.;1;2
601;LANSOPRAZOLE 30 mg - OGASTORO 30 mg, comprimé orodispersible.;1;2
602;FUROSEMIDE 20 mg/2 ml - LASILIX 20 mg/2 ml, solution injectable en ampoule.;1;4
604;NEBIVOLOL (CHLORHYDRATE DE) équivalant à NEBIVOLOL 5 mg - TEMERIT 5 mg, comprimé quadrisécable - NEBILOX 5 mg, comprimé quadrisécable.;1;11
605;ONDANSETRON 4 mg - ZOPHREN 4 mg, lyophilisat oral.;0;1
610;PIPERACILLINE SODIQUE équivalant à PIPERACILLINE 2 g + TAZOBACTAM SODIQUE équivalant à TAZOBACTAM 250 mg - TAZOCILLINE 2 g/250 mg, poudre pour solution pour perfusion.;1;5
611;PIPERACILLINE SODIQUE équivalant à PIPERACILLINE 4 g + TAZOBACTAM SODIQUE équivalant à TAZOBACTAM 500 mg - TAZOCILLINE 4 g/500 mg, poudre pour solution pour perfusion.;0;1
612;BUPIVACAÏNE (CHLORHYDRATE DE) 20 mg/4 ml - MARCAINE RACHIANESTHESIE, solution injectable (voie intra-rachidienne).;1;2
613;AMOXICILLINE + CLAVULANATE DE POTASSIUM équivalant à AMOXICILLINE  + ACIDE CLAVULANIQUE 500 mg + 100 mg ADULTES - AUGMENTIN 500 mg/100 mg ADULTES, poudre pour solution injectable (I.V.).;1;2
614;RISPERIDONE 1 mg/ml - RISPERDAL 1 mg/ml, solution buvable.;1;3
615;PANTOPRAZOLE SODIQUE SESQUIHYDRATE équivalant à PANTOPRAZOLE 40 mg - EUPANTOL 40 mg, comprimé gastro-résistant - INIPOMP 40 mg, comprimé gastro-résistant - PANTIPP 40 mg, comprimé gastro-résistant.;0;1
616;DICLOFENAC DE DIETHYLAMINE équivalant à DICLOFENAC SODIQUE 1g/100 g - VOLTARENE EMULGEL 1 %, gel.;1;11
617;DOMPERIDONE 10 mg - MOTILYO 10 mg, lyophilisat oral.;1;4
619;BISOPROLOL (FUMARATE DE) 2,5 mg + HYDROCHLOROTHIAZIDE 6,25 mg - LODOZ 2,5 mg/6,25 mg, comprimé pelliculé - WYTENS 2,5 mg/6,25 mg, comprimé pelliculé;1;9
620;BISOPROLOL (FUMARATE DE) 5 mg + HYDROCHLOROTHIAZIDE 6,25 mg - LODOZ 5 mg/6,25 mg, comprimé pelliculé - WYTENS 5 mg/6,25 mg, comprimé pelliculé;1;9
621;BISOPROLOL (FUMARATE DE) 10 mg + HYDROCHLOROTHIAZIDE 6,25 mg - LODOZ 10 mg/6,25 mg, comprimé pelliculé - WYTENS 10 mg/6,25 mg, comprimé pelliculé;1;8
622;LOSARTAN POTASSIUM 50 mg + HYDROCHLOROTHIAZIDE 12,5 mg - HYZAAR 50 mg/12,5 mg, comprimé pelliculé - FORTZAAR 50 mg/12,5 mg, comprimé pelliculé;1;6
623;LOSARTAN POTASSIUM 100 mg + HYDROCHLOROTHIAZIDE 25 mg - HYZAAR 100 mg/25 mg, comprimé pelliculé - FORTZAAR 100 mg/25 mg, comprimé pelliculé;1;3
624;BUPIVACAÏNE (CHLORHYDRATE DE) 50 mg/20 ml - MARCAINE 0,25 POUR CENT (50 mg/20 ml), solution injectable (FLACON de 20 ml).;0;1
625;BUPIVACAÏNE (CHLORHYDRATE DE) 100 mg/20 ml - MARCAINE 0,50 POUR CENT (100 mg/20 ml), solution injectable (FLACON de 20 ml).;1;2
629;VENLAFAXINE (CHLORHYDRATE DE) équivalant à VENLAFAXINE 75 mg - EFFEXOR L.P. 75 mg, gélule à libération prolongée.;0;1
630;VENLAFAXINE (CHLORHYDRATE DE) équivalant à VENLAFAXINE  37,5 mg - EFFEXOR L.P. 37,5 mg, gélule à libération prolongée.;1;5
632;LIDOCAINE (CHLORHYDRATE DE) 20 mg/mL - XYLOCAINE 20 mg/mL SANS CONSERVATEUR, solution injectable.;1;4
635;LEVODOPA 50 mg + BENSERAZIDE (CHLORHYDRATE DE) équivalant à BENSERAZIDE 12,50 mg - MODOPAR 62,5 (50 mg/12,5 mg), gélule.;1;2
636;LEVODOPA 200 mg + BENSERAZIDE (CHLORHYDRATE DE) équivalant à BENSERAZIDE 50 mg - MODOPAR 250 (200 mg/50 mg), gélule.;0;1
637;LEVODOPA 100 mg + BENSERAZIDE (CHLORHYDRATE DE) équivalant à BENSERAZIDE 25 mg - MODOPAR 125 (100 mg/25 mg), gélule.;1;2
638;DICLOFENAC DE DIETHYLAMINE équivalant à DICLOFENAC SODIQUE 1g/100 g - VOLTARENE EMULGEL 1 %, gel en flacon pressurisé.;1;10
639;GEMCITABINE (CHLORHYDRATE DE) équivalant à GEMCITABINE 1000 mg - GEMZAR 1000 mg, poudre pour solution pour perfusion (FLACON de 1000 mg).;0;1
640;GEMCITABINE (CHLORHYDRATE DE) équivalant à GEMCITABINE 200 mg - GEMZAR 200 mg, poudre pour solution pour perfusion (FLACON de 200 mg).;1;3
641;FLUVASTATINE SODIQUE équivalant à FLUVASTATINE 40 mg - LESCOL 40 mg, gélule - FRACTAL 40 mg, gélule.;1;7
642;FLUVASTATINE SODIQUE équivalant à FLUVASTATINE 20 mg - LESCOL 20 mg, gélule - FRACTAL 20 mg, gélule.;0;1
645;VENLAFAXINE (CHLORHYDRATE DE) équivalant à VENLAFAXINE 50 mg - EFFEXOR 50 mg, comprimé.;1;2
649;KETOCONAZOLE 2 % - KETODERM 2 %, gel en sachet;1;3
650;KETOCONAZOLE 2 % - KETODERM 2 %, gel en récipient unidose.;1;5
653;CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 400 mg/200 ml - CIFLOX 400 mg/200 ml, solution pour perfusion en poche.;1;3
654;CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 200 mg/100 ml - CIFLOX 200 mg/100 ml, solution pour perfusion en poche.;1;3
655;VALACICLOVIR (CHLORHYDRATE DE) équivalant à VALACICLOVIR 500 mg - ZELITREX 500 mg, comprimé pelliculé;1;12
656;DONEPEZIL (CHLORHYDRATE DE) 10 mg - ARICEPT 10 mg, comprimé pelliculé - ARICEPT 10 mg, comprimé orodispersible;1;15
657;DONEPEZIL (CHLORHYDRATE DE) 5 mg - ARICEPT 5 mg, comprimé pelliculé - ARICEPT 5 mg, comprimé orodispersible;1;9
659;ANASTROZOLE 1 mg - ARIMIDEX 1 mg, comprimé pelliculé.;1;2
660;BRIMONIDINE (TARTRATE DE)  0,2 % (2mg/ml), ALPHAGAN 0,2 % (2mg/ml), collyre en solution.;1;5
661;TRANDOLAPRIL 4 mg - ODRIK 4 mg, gélule;1;2
662;TRANDOLAPRIL 2 mg - ODRIK 2 mg, gélule.;1;2
663;TRANDOLAPRIL 0,5 mg - ODRIK 0,5 mg, gélule;1;5
664;ACIDE FUSIDIQUE 2 % - FUCIDINE 2 POUR CENT, crème;0;1
665;DOXORUBICINE (CHLORHYDRATE DE) 2 mg/ml - ADRIBLASTINE 10 mg, poudre pour solution injectable en flacon (FLACON de 10 mg);0;1
666;LEVONORGESTREL 0,1 mg + ETHINYLESTRADIOL 0,02 mg - LAURETTE, comprimé enrobé;1;4
668;OXALIPLATINE 5 mg/ml - ELOXATINE 5 mg/ml, solution à diluer pour perfusion;0;1
670;PREDNISOLONE (METASULFOBENZOATE SODIQUE DE) équivalant à PREDNISOLONE 20 mg - SOLUPRED 20 mg, comprimé orodispersible;1;4
671;CLARITHROMYCINE 25 mg/ml - ZECLAR 25 mg/ml, granulés pour suspension buvable;0;1
672;CLARITHROMYCINE 50 mg/ml - ZECLAR 50 mg/ml, granulés pour suspension buvable;1;3
673;DOXORUBICINE (CHLORHYDRATE DE) 2 mg/ml - ADRIBLASTINE 50 mg, poudre pour solution injectable en flacon (FLACON de 50 mg);0;1
674;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 0,25 mg - REQUIP 0,25 mg, comprimé pelliculé;1;4
675;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 1 mg - REQUIP 1 mg, comprimé pelliculé.;1;5
676;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 5 mg - REQUIP 5 mg, comprimé pelliculé.;1;4
677;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 0,50 mg - REQUIP 0,50 mg, comprimé pelliculé.;1;4
678;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 2 mg - REQUIP 2 mg, comprimé pelliculé.;1;3
680;BORAX 12 mg/mL + ACIDE BORIQUE 18 mg/mL - DACRYOSERUM, solution pour lavage ophtalmique en récipient unidose.;1;4
681;CABERGOLINE  0,5 mg, - DOSTINEX 0,5 mg, comprimé.;1;2
690;GLICLAZIDE 30 mg - DIAMICRON 30 mg, comprimé à libération modifiée.;1;15
691;INDAPAMIDE 1,5 mg - FLUDEX 1,5 mg, comprimé pelliculé à libération prolongée.;1;2
694;NARATRIPTAN (CHLORHYDRATE DE) équivalant à NARATRIPTAN 2,5 mg - NARAMIG 2,5 mg, comprimé pelliculé.;1;5
695;NIMESULIDE 100 mg - NEXEN 100 mg, comprimé.;0;1
696;PROPOFOL 10 mg/ml - DIPRIVAN 1 g/100 ml, émulsion injectable (IV) en flacon.;1;2
698;TRAMADOL (CHLORHYDRATE DE) 100 mg - CONTRAMAL L.P. 100  mg, comprimé à libération prolongée - TOPALGIC L.P. 100 mg, comprimé à libération prolongée.;1;11
699;TRAMADOL (CHLORHYDRATE DE) 150 mg - CONTRAMAL L.P. 150 mg, comprimé à libération prolongée - TOPALGIC L.P. 150 mg,  comprimé à libération prolongée.;1;6
700;TRAMADOL (CHLORHYDRATE DE) 200 mg - CONTRAMAL L.P. 200 mg, comprimé pelliculé à libération prolongée - TOPALGIC L.P. 200 mg, comprimé à libération prolongée.;4;7
701;OLANZAPINE 10 mg - ZYPREXA 10 mg, comprimé enrobé.;1;11
702;OLANZAPINE 2,5 mg - ZYPREXA 2,5 mg, comprimé enrobé.;1;2
703;OLANZAPINE 5 mg - ZYPREXA 5 mg, comprimé enrobé.;1;4
704;OLANZAPINE 7,5 mg - ZYPREXA 7,5 mg, comprimé enrobé.;1;3
705;IRINOTÉCAN (CHLORHYDRATE D') TRIHYDRATÉ 20 mg - CAMPTO 20 mg/ml, solution à diluer pour perfusion (IV).;0;1
706;BENAZEPRIL (CHLORHYDRATE DE) 10 mg + HYDROCHLOROTHIAZIDE 12,5 mg - CIBADREX 10 mg/12,5 mg, comprimé pelliculé sécable - BRIAZIDE 10 mg/12,5 mg, comprimé pelliculé sécable;0;1
707;CLINDAMYCINE (PHOSPHATE DE) équivalant à CLINDAMYCINE 600 mg/4 ml - DALACINE 600 mg, solution injectable.;1;2
709;CLINDAMYCINE (PHOSPHATE DE) équivalant à CLINDAMYCINE 900 mg/6 ml - DALACINE 900 mg, solution injectable.;0;1
710;SODIUM (FUSIDATE DE) 2 % - FUCIDINE 2 POUR CENT, pommade.;1;2
711;PANTOPRAZOLE SODIQUE SESQUIHYDRATE équivalant à PANTOPRAZOLE 20 mg - EUPANTOL 20 mg, comprimé gastro-résistant - INIPOMP 20 mg, comprimé gastro-résistant - PANTIPP 20 mg, comprimé gastro-résistant - PANTOZOL CONTROL 20 mg, comprimé gastro-résistant;1;30
712;TRAMADOL (CHLORHYDRATE DE) 50 mg - CONTRAMAL LP 50 mg, comprimé à libération prolongée - TOPALGIC LP 50 mg, comprimé à libération prolongée.;0;2
713;FLUVASTATINE SODIQUE équivalant à FLUVASTATINE 80 mg - LESCOL L.P. 80 mg, comprimé pelliculé à libération prolongée - FRACTAL L.P. 80 mg, comprimé pelliculé à libération prolongée.;1;10
714;DIACEREINE 50 mg - ART 50 mg, gélule - ZONDAR 50 mg, gélule.;0;1
715;FENTANYL 12 microgrammes/heure - DUROGESIC 12 microgrammes/heure, dispositif transdermique.;1;3
716;FENTANYL 25 microgrammes/heure - DUROGESIC 25 microgrammes/heure, dispositif transdermique.;0;1
717;FENTANYL 50 microgrammes/heure - DUROGESIC 50 microgrammes/heure, dispositif transdermique.;0;1
718;FENTANYL 75 microgrammes/heure - DUROGESIC 75 microgrammes/heure, dispositif transdermique.;1;2
719;FENTANYL 100 microgrammes/heure - DUROGESIC 100 microgrammes/heure, dispositif transdermique.;1;6
720;VENLAFAXINE (CHLORHYDRATE DE) équivalant à VENLAFAXINE 150 mg - EFFEXOR L.P. 150 mg, gélule à libération prolongée.;0;1
721;IBUPROFENE 20 mg/ml - NUROFENPRO 20 mg/ml ENFANTS ET NOURRISSONS SANS SUCRE, suspension buvable édulcorée au maltitol liquide et à la saccharine sodique.;1;2
722;BETAMETHASONE 2 mg - CELESTENE 2 mg, comprimé dispersible sécable.;1;4
723;PERINDOPRIL TERT-BUTYLAMINE 4 mg  équivalant à 3,35 mg de PERINDROPRIL + INDAPAMIDE 1,25 mg - PERINDOPRIL/INDAPAMIDE ARROW LAB 4 mg/1,25 mg, comprimé - PERINDOPRIL ARGININE 5 mg équivalant à 3,35 mg de PERINDOPRIL  + INDAPAMIDE 1,25 mg - BIPRETERAX 5 mg/1,25 mg, comprimé pelliculé.;0;10
724;PERINDOPRIL TERT-BUTYLAMINE 2 mg équivalant à 1,67 mg de PERINDOPRIL +  INDAPAMIDE 0,625 mg -  PERINDOPRIL/INDAPAMIDE ARROW LAB 2 mg/0,625 mg, comprimé sécable - PERINDOPRIL ARGININE 2,5 mg équivalant à 1,67 mg de PERINDOPRIL + INDAPAMIDE 0,625 mg - PRETERAX 2,5 mg/0,625 mg, comprimé pelliculé.;1;4
725;CICLOPIROX 8 % - MYCOSTER 8 POUR CENT, solution filmogène pour application locale en flacon.;1;5
726;IMIPENEM MONOHYDRATE + CILASTATINE SODIQUE équivalant à IMIPENEM ANHYDRE 500 mg + CILASTATINE ANHYDRE 500 mg - TIENAM 500 mg/500 mg, poudre pour solution pour perfusion;1;5
729;OLANZAPINE 10 mg - ZYPREXA VELOTAB 10 mg, comprimé orodispersible.;1;4
730;OLANZAPINE 5 mg - ZYPREXA VELOTAB 5 mg, comprimé orodispersible.;1;7
731;IMIPÉNEM MONOHYDRATÉ + CILASTATINE SODIQUE équivalant à IMIPENEM ANHYDRE 500 mg + CILASTATINE ANHYDRE 500 mg - TIENAM 500 mg/500 mg, poudre pour perfusion avec système de transfert pour poche;0;1
732;ALPROSTADIL 0,5 mg/ml - PROSTINE VR 0,5 mg/ml, solution injectable.;1;2
733;CEFUROXIME SODIQUE équivalant à CEFUROXIME 750 mg  - ZINNAT 750 mg, poudre pour solution injectable (I.M., I.V.);0;1
734;CEFUROXIME SODIQUE équivalant à CEFUROXIME 1,5 g - ZINNAT 1,5 g, poudre pour solution pour perfusion.;1;3
735;BETAMETHASONE 0,05 % - CELESTENE 0,05 POUR CENT, solution buvable en gouttes.;1;2
736;MACROGOL 4000 10 g - FORLAX 10 g, poudre pour solution buvable en sachet.;1;10
737;TROLAMINE 0,67 % - BIAFINE, émulsion pour application cutanée.;1;2
740;TERBINAFINE (CHLORHYDRATE DE) 1 % - LAMISIL 1 POUR CENT, crème.;1;5
742;CARBOMERE 940  0,2 % - LACRIGEL 0,2 POUR CENT (0,001 g/0,5 g), gel ophtalmique en récipient unidose.;0;1
743;BETAÏNE (CITRATE DE) ANHYDRE 2 g - CITRATE DE BETAINE CITRON UPSA 2 g SANS SUCRE, comprimé effervescent édulcoré à la saccharine sodique.;0;1
746;CEFEPIME (DICHLORHYDRATE DE) MONOHYDRATE équivalant à CEFEPIME 2 g - AXEPIM 2 g, poudre pour solution injectable;1;7
747;GESTODENE  0,06 mg +  ETHINYLESTRADIOL 0,015 mg - MELODIA 60 microgrammes/15 microgrammes, comprimé pelliculé - MINESSE 60 microgrammes/15 microgrammes, comprimé pelliculé;1;8
748;CEFEPIME (DICHLORHYDRATE DE) MONOHYDRATE équivalant à CEFEPIME 1 g - AXEPIM 1 g, poudre pour usage parentéral.;0;1
749;CEFEPIME (DICHLORHYDRATE DE) MONOHYDRATE équivalant à CEFEPIME 0,5 g - AXEPIM 0,5 g, poudre pour solution injectable;1;2
750;DORZOLAMIDE (CHLORHYDRATE DE) équivalant à DORZOLAMIDE 20 mg/ml - TRUSOPT 20 mg/ml, collyre en solution.;1;5
751;RISPERIDONE 4 mg - RISPERDALORO 4 mg, comprimé orodispersible.;0;1
752;RISPERIDONE 3 mg - RISPERDALORO 3 mg, comprimé orodispersible.;1;3
754;LEVOFLOXACINE HEMIHYDRATEE équivalant à LEVOFLOXACINE 500 mg - TAVANIC 500 mg, comprimé pelliculé sécable.;1;17
755;MAGNESIUM (LACTATE DE) DIHYDRATE  470 mg  + PYRIDOXINE (CHLORHYDRATE DE) 5 mg  - MAGNE B6 48 mg/5 mg, comprimé enrobé.;1;3
756;LETROZOLE 2,5 mg - FEMARA 2,5 mg, comprimé pelliculé.;1;6
757;LEVONORGESTREL 0,15 mg + ETHINYLESTRADIOL 0,03 mg -  ADEPAL, comprimé enrobé.;0;1
758;MYCOPHENOLATE MOFETIL 250 mg - CELLCEPT 250 mg, gélule.;1;3
762;LERCANIDIPINE (CHLORHYDRATE DE) 10 mg - ZANIDIP 10 mg, comprimé pelliculé sécable - LERCAN 10 mg, comprimé pelliculé sécable.;0;2
764;LERCANIDIPINE (CHLORHYDRATE DE) 20 mg - ZANIDIP 20 mg, comprimé pelliculé - LERCAN 20 mg, comprimé pelliculé.;1;6
766;ROPIVACAÏNE (CHLORHYDRATE DE) 2 mg/ml - ROPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATE équivalant à ROPIVACAÏNE (CHLORHYDRATE DE) 2 mg/ml - NAROPEINE 2 mg/ml, solution injectable en poche.;1;5
767;ROPIVACAÏNE (CHLORHYDRATE DE) 2 mg/ml - ROPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATE équivalant à ROPIVACAÏNE (CHLORHYDRATE DE) 2 mg/ml - NAROPEINE 2 mg/ml, solution injectable en ampoule;1;6
768;ROPIVACAÏNE (CHLORHYDRATE DE) 7,5 mg/ml - NAROPEINE 7,5 mg/ml, solution injectable en ampoule;1;4
769;ROPIVACAÏNE (CHLORHYDRATE DE) 10 mg/ml - ROPIVACAÏNE (CHLORHYDRATE DE) MONOHYDRATE équivalant à  ROPIVACAÏNE (CHLORHYDRATE DE) 10 mg/ml - NAROPEINE 10 mg/ml, solution injectable en ampoule.;1;2
770;TOLTERODINE (TARTRATE DE) 1 mg - DETRUSITOL 1 mg, comprimé pelliculé.;0;1
771;TOLTERODINE (TARTRATE DE) 2 mg - DETRUSITOL 2 mg, comprimé pelliculé.;0;1
772;TOPIRAMATE 25 mg - EPITOMAX 25 mg, gélule.;1;2
775;CEFOXITINE SODIQUE équivalant à CEFOXITINE 1 g - MEFOXIN 1 g, poudre pour solution injectable (IV).;0;1
776;CEFOXITINE SODIQUE équivalant à CEFOXITINE 2 g - MEFOXIN 2 g, poudre pour préparation injectable (I.V.).;1;2
777;CHLORHEXIDINE (DIGLUCONATE DE) 0,05 ml/ml + CHLOROBUTANOL HEMIHYDRATE 0,05g/ml - ELUDRILPRO, solution pour bain de bouche.;1;10
779;FENOFIBRATE 145 mg - LIPANTHYL 145 mg, comprimé pelliculé.;1;6
780;FINASTERIDE 1 mg - PROPECIA 1 mg, comprimé pelliculé.;1;2
782;FOSFOMYCINE TROMETAMOL équivalant à FOSFOMYCINE 3 g - MONURIL 3 g, granulés pour solution buvable en sachet. - URIDOZ 3 g, granulé pour solution buvable en sachet.;1;14
783;HEXAMIDINE (DIISETIONATE D') 1 mg/ml - HEXOMEDINE 1 POUR MILLE, solution pour application locale.;0;1
784;IBUPROFENE 400 mg - BRUFEN 400 mg, comprimé pelliculé.;1;10
787;LEVOTHYROXINE SODIQUE 100 microgrammes - LEVOTHYROX 100 microgrammes, comprimé sécable.;1;4
788;LEVOTHYROXINE SODIQUE 125 microgrammes - LEVOTHYROX 125 microgrammes, comprimé sécable.;1;4
789;LEVOTHYROXINE SODIQUE 150 microgrammes - LEVOTHYROX 150 microgrammes, comprimé sécable.;1;3
790;LEVOTHYROXINE SODIQUE 175 microgrammes - LEVOTHYROX 175 microgrammes, comprimé sécable.;1;4
791;LEVOTHYROXINE SODIQUE 200 microgrammes - LEVOTHYROX 200 microgrammes, comprimé sécable.;0;1
792;LEVOTHYROXINE SODIQUE 25 microgrammes - LEVOTHYROX 25 microgrammes, comprimé sécable.;1;2
793;LEVOTHYROXINE SODIQUE 50 microgrammes - LEVOTHYROX 50 microgrammes, comprimé sécable.;1;2
794;LEVOTHYROXINE SODIQUE 75 microgrammes - LEVOTHYROX 75 microgrammes, comprimé sécable.;1;3
795;MONTELUKAST SODIQUE équivalant à MONTELUKAST 10 mg - SINGULAIR 10 mg, comprimé pelliculé.;1;10
796;OLANZAPINE 15 mg - ZYPREXA VELOTAB 15 mg, comprimé orodispersible.;1;3
797;OLANZAPINE 15 mg - ZYPREXA 15 mg, comprimé enrobé.;1;4
798;OLANZAPINE 20 mg - ZYPREXA VELOTAB 20 mg, comprimé orodispersible.;1;5
799;ORNITHINE (OXOGLURATE D') 10 g - CETORNAN 10 g, poudre pour solution buvable et solution entérale.;1;2
800;ORNITHINE (OXOGLURATE D') 5 g - CETORNAN 5 g, poudre pour solution buvable et solution entérale en sachet.;0;1
801;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE équivalant à PRAMIPEXOLE 0,7 mg - SIFROL 0,7 mg, comprimé - MIRAPEXIN 0,7 mg, comprimé.;1;12
802;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE équivalant à PRAMIPEXOLE 0,18 mg - SIFROL 0,18 mg, comprimé - MIRAPEXIN 0,18 mg, comprimé.;1;5
803;TRAMADOL (CHLORHYDRATE DE) 50 mg/ml - CONTRAMAL 100 mg/2 ml, solution injectable - TOPALGIC 100 mg/2 ml, solution injectable en ampoule (AMPOULE de 2 ml).;0;2
804;ZOLMITRIPTAN 2,5 mg - ZOMIG 2,5 mg, comprimé pelliculé.;1;3
807;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 2 mg - ADARTREL 2 mg, comprimé pelliculé.;1;2
808;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 1 mg - ADARTREL 1 mg, comprimé pelliculé.;1;3
809;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 0,50 mg - ADARTREL 0,50 mg, comprimé pelliculé.;1;3
810;ROPINIROLE (CHLORHYDRATE DE) équivalant à ROPINIROLE 0,25 mg - ADARTREL 0,25 mg, comprimé pelliculé.;1;2
811;MONTELUKAST SODIQUE équivalant à MONTELUKAST 5 mg - SINGULAIR 5 mg, comprimé à croquer.;1;18
812;LATANOPROST 50 microgrammes/mL - XALATAN 50 microgrammes/mL, collyre en solution;0;1
813;DIOSMECTITE 3 g - SMECTA 3 g ORANGE-VANILLE, poudre pour suspension buvable en sachet.;1;4
814;DOXAZOSINE (MESILATE DE) équivalant à DOXAZOSINE 4 mg - ZOXAN LP 4 mg, comprimé à libération prolongée.;0;1
815;OLANZAPINE 20 mg - ZYPREXA 20 mg, comprimé enrobé;1;6
818;RILUZOLE 50 mg - RILUTEK 50 mg, comprimé pelliculé;1;2
819;IRBESARTAN 300 mg - APROVEL 300 mg, comprimé pelliculé;1;2
820;MYCOPHENOLATE MOFETIL 500 mg - CELLCEPT 500 mg, comprimé pelliculé;1;8
821;RIVASTIGMINE (HYDROGENOTARTRATE DE) équivalant à RIVASTIGMINE 1,5 mg - EXELON 1,5 mg, gélule;1;4
822;LEVOFLOXACINE HEMIHYDRATEE équivalant à LEVOFLOXACINE 250 mg - TAVANIC 250 mg, comprimé pelliculé sécable;0;1
823;RIVASTIGMINE (HYDROGENOTARTRATE DE ) équivalant à RIVASTIGMINE 3 mg - EXELON 3 mg, gélule;1;7
824;RIVASTIGMINE (HYDROGENOTARTRATE DE) équivalant à RIVASTIGMINE  4,5 mg - EXELON 4,5 mg, gélule;1;8
825;IRBESARTAN 150 mg - APROVEL 150 mg, comprimé pelliculé;1;2
826;RIVASTIGMINE (HYDROGENOTARTRATE DE ) équivalant à RIVASTIGMINE 6 mg - EXELON 6 mg, gélule;1;8
827;IRBESARTAN 75 mg - APROVEL 75 mg, comprimé pelliculé;1;3
829;FLUOROURACILE 50 mg/ml  - FLUOROURACILE MEDA PHARMA 500 mg/10 ml,  solution pour perfusion (FLACON de 10 ml);0;1
830;FLUOROURACILE 50 mg/ml - FLUOROURACILE MEDA PHARMA 50 mg/ml, solution injectable en flacon;1;2
831;CLOPIDOGREL (HYDROGÉNOSULFATE DE) équivalant à CLOPIDOGREL 75 mg - CLOPIDOGREL (BESILATE DE) équivalant à CLOPIDOGREL 75 mg - CLOPIDOGREL (CHLORHYDRATE DE) équivalant à CLOPIDOGREL 75 mg -PLAVIX 75 mg, comprimé pelliculé.;1;27
832;TERLIPRESSINE (ACETATE DE) 1 mg - GLYPRESSINE 1 mg/5 ml, poudre et solvant pour solution injectable (I.V.);0;1
834;RIBAVIRINE 200 mg - REBETOL 200 mg, gélule;0;1
835;TOBRAMYCINE 0.3% - TOBREX 0,3 %, collyre en solution;0;1
836;LEVOFLOXACINE HEMIHYDRATEE équivalant à LEVOFLOXACINE 5 mg/ml - TAVANIC 5 mg/ml, solution pour perfusion;1;5
837;SPIRONOLACTONE 25 mg - ALDACTONE 25 mg, comprimé sécable;1;6
840;PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATE équivalant à PRAMIPEXOLE 0,35 mg - SIFROL 0,35 mg, comprimé;0;1
