CodeCIP7;Libelle_presentation;date_commercialisation;Agrément_collectivités ;Taux_remboursement;prix_min;Prix_max;difference_tarifiaire_entre_min_et_max;CodeCIS
3004825;30 plaquette(s) polyamide aluminium PVC-Aluminium de 1 comprimé(s);21/12/2016;oui;65%;37,6;38,62;1,02;66225439
3356358;1 flacon(s) polyéthylène de 10 ml;15/11/2000;oui;30%;5,39;6,41;1,02;66227034
4929537;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);05/05/2011;oui;100%;45,85;46,87;1,02;66227664
3836590;8 sachet(s)-dose(s) polytéréphtalate (PET) aluminium polyéthylène de 6 g;05/11/2008;oui;30%;4,4;5,42;1,02;66227874
3002389;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);11/03/2016;oui;65%;17,42;18,44;1,02;66232519
3010573;1 pilulier(s) polypropylène de 30 comprimé(s);16/04/2018;oui;65%;5,97;6,99;1,02;66233813
3012779;3 pilulier(s) polypropylène de 30 comprimé(s);16/04/2018;oui;65%;17,58;20,34;2,76;66233813
3005839;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène PVC-Aluminium de 28 comprimé(s);12/11/2020;oui;65%;144,92;145,94;1,02;66234776
3688244;1 flacon(s) poudreur(se)(s) polyéthylène de 30 g;23/08/2005;non;30%;2,43;3,45;1,02;66240875
3614323;plaquette(s) thermoformée(s) PVDC PVC-Aluminium de 12  comprimé(s);12/08/2003;oui;65%;2,64;3,66;1,02;66241856
3004617;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);28/07/2016;oui;65%;4,13;5,15;1,02;66242285
3379922;5 sachet(s) polyéthylène aluminium P-A-M-éthylène (SURLYN) avec fermeture de sécurité enfant de 1 dispositif(s);07/05/2010;oui;65%;10,42;11,44;1,02;66243024
3707102;1 flacon(s) pulvérisateur(s) polytéréphtalate (PET) de 120 doses avec pompe(s) doseuse(s) avec embout(s) nasal(aux);03/05/2011;oui;30%;6,62;7,64;1,02;66248181
2209477;plaquette(s) aluminium de 30 comprimé(s);28/11/2018;oui;65%;3,64;4,66;1,02;66248854
2209483;plaquette(s) aluminium de 90 comprimé(s);28/11/2018;oui;65%;10,53;13,29;2,76;66248854
3812313;1 flacon(s) en verre de 2 g de poudre;12/12/2007;oui;65%;5,15;6,17;1,02;66252571
3801692;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);07/10/2011;oui;65%;3,94;4,96;1,02;66252856
3801723;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);25/04/2011;oui;65%;10,9;13,66;2,76;66252856
2677497;1 seringue(s) préremplie(s) en verre de 0,3 ml avec aiguille(s);03/07/2013;oui;65%;16,54;17,56;1,02;66253794
3790149;1 flacon(s) en verre brun de 15 ml avec compte-gouttes polyéthylène avec fermeture de sécurité enfant;04/02/2008;oui;30%;2,56;3,58;1,02;66255336
3635070;plaquette(s) aluminium de 2 gélule(s);01/09/2004;oui;65%;26,44;27,46;1,02;66256064
4964255;20 récipient(s) unidose(s) polyéthylène de 0,5 ml;01/02/2012;oui;30%;3,53;4,55;1,02;66256370
3566038;plaquette(s) thermoformée(s) PVC-aluminium de 28 comprimé(s);12/10/2001;oui;65%;5,94;6,96;1,02;66257038
3748064;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);19/06/2006;oui;65%;2,55;3,57;1,02;66258186
3749299;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);02/07/2012;oui;65%;6,67;9,43;2,76;66258186
2670489;plaquette(s) thermoformée(s) de 30 comprimé(s);14/03/2014;oui;30%;16,66;17,68;1,02;66259498
3800215;plaquette(s) PVC-Aluminium de 90 gélule(s);19/01/2011;oui;65%;7,57;8,59;1,02;66263322
3002166;tube(s) polypropylène de 8 comprimé(s);30/10/2019;oui;65%;1,07;2,09;1,02;66266717
3573788;plaquette(s) PVC-Aluminium de 30 comprimé(s);04/01/2002;oui;65%;2,15;3,17;1,02;66268344
3442307;flacon(s) en verre avec fermeture de sécurité enfant de 10 ml avec compte-gouttes polyéthylène basse densité (PEBD);05/05/2011;oui;65%;1,65;2,67;1,02;66269026
4900333;plaquette(s) thermoformée(s) PVC-Aluminium polyamide aluminium de 30 capsule(s);29/04/2020;oui;65%;4,75;5,77;1,02;66270765
3556270;1 tube(s) aluminium verni de 50 g;02/05/2001;oui;30%;1,86;2,88;1,02;66271479
3643804;1 tube(s) aluminium verni de 100 g;18/10/2004;oui;30%;3,12;4,14;1,02;66271479
3742742;plaquette(s) thermoformée(s) aluminium de 14 comprimé(s);26/06/2007;oui;65%;2,3;3,32;1,02;66275029
3529729;plaquette(s) PVC-Aluminium de 30 comprimé(s);27/11/2000;oui;65%;5,02;6,04;1,02;66279248
4944092;plaquette(s) aluminium de 28 comprimé(s);08/05/2012;oui;65%;4,1;5,12;1,02;66279287
4944169;plaquette(s) aluminium de 90 comprimé(s);08/05/2012;oui;65%;12,81;15,57;2,76;66279287
3633668;tube(s) polypropylène de 8  comprimé(s);17/05/2004;oui;65%;1,07;2,09;1,02;66280930
3011196;plaquette(s) PVC PVDC aluminium de 30 gélule(s);21/03/2019;oui;30%;5,58;6,6;1,02;66281345
3625137;plaquette(s) thermoformée(s) polyéthylène aluminium polyamide de 20  comprimé(s);01/09/2004;oui;65%;1,92;2,94;1,02;66281427
3015380;1 ampoule(s) en verre brun de 2 ml;04/01/2021;oui;65%;1,11;2,13;1,02;66282810
3409095;8 sachet(s) aluminium P-A-M-éthylène (SURLYN) de 1  dispositif(s);11/05/2000;oui;65%;5,87;6,89;1,02;66283307
3007952;plaquette(s) PVDC PVC aluminium de 15 comprimé(s);08/07/2020;oui;30%;2,22;3,24;1,02;66283563
2742102;1 tube(s) aluminium verni de 50 g;16/01/2017;oui;30%;1,74;2,76;1,02;66284708
3008151;1 tube(s) aluminium verni de 100 g;25/04/2017;oui;30%;2,49;3,51;1,02;66284708
3700620;plaquette(s) aluminium de 30 comprimé(s);10/01/2006;oui;65%;3,75;4,77;1,02;66285105
3700672;pilulier(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);14/04/2014;oui;65%;3,75;4,77;1,02;66285105
3730070;plaquette(s) aluminium de 90 comprimé(s);05/05/2008;oui;65%;10,54;13,3;2,76;66285105
3698774;6 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de 500 ml - 6 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de;16/04/2007;oui;65%;153,31;154,33;1,02;66286011
3698780;4 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de 750 ml - 4 poche(s) polypropylène élastomère thermoplastique bicompartimenté(e)(s)/à 2 compartiments suremballée(s)/surpochée(s) de;16/04/2007;oui;65%;119,33;120,35;1,02;66286011
2784129;pilulier(s) polypropylène de 30 comprimé(s);01/10/2014;oui;65%;3,64;4,66;1,02;66286285
2784158;pilulier(s) polypropylène de 90 comprimé(s);01/10/2014;oui;65%;10,53;13,29;2,76;66286285
2733209;plaquette(s) PVC aluminium de 11 comprimé(s) à 0, 5 mg - plaquette(s) PVC aluminium de 14 comprimé(s) à 1 mg dans un étui thermoscellé;22/09/2014;non;65%;24,74;25,76;1,02;66287152
3918112;3 plaquette(s) thermoformée(s) PVC-Aluminium de 21 comprimé(s);03/07/2009;oui;65%;3,76;4,78;1,02;66288222
3895948;1 flacon(s) compte-gouttes polyéthylène basse densité (PEBD) de 5 ml;04/03/2009;oui;65%;3,55;4,57;1,02;66289783
3006650;plaquette(s) PVC aluminium polyamide de 30 comprimé(s);31/05/2017;oui;65%;4,36;5,38;1,02;66292224
3006651;plaquette(s) PVC aluminium polyamide de 90 comprimé(s);31/05/2017;oui;65%;12,81;15,57;2,76;66292224
3678719;plaquette(s) PVC PVDC aluminium de 15 comprimé(s);29/01/2007;oui;65%;3,28;4,3;1,02;66294200
3006466;1 flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 90 gélule(s);06/01/2017;oui;65%;7,57;8,59;1,02;66295505
3744304;plaquette(s) PVC-Aluminium de 90 gélule(s);28/08/2006;oui;65%;7,57;8,59;1,02;66295505
3585024;plaquette(s) polyamide aluminium PVC-Aluminium de 14 comprimé(s);22/04/2003;oui;30%;2,28;3,3;1,02;66296411
3585053;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);02/01/2003;oui;30%;4,21;5,23;1,02;66296411
3651927;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);18/07/2005;oui;65%;1,84;2,86;1,02;66297189
2201576;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);04/05/2012;oui;65%;3,75;4,77;1,02;66298152
2201607;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);04/05/2012;oui;65%;10,85;13,61;2,76;66298152
4900012;1 pilulier(s) polypropylène de 30 comprimé(s);29/07/2015;oui;65%;8,67;9,69;1,02;66299756
4900013;3 pilulier(s) polypropylène de 30 comprimé(s);29/07/2015;oui;65%;24,59;27,35;2,76;66299756
3591941;plaquette(s) PVC-Aluminium de 30 comprimé(s);09/01/2003;oui;15%;5,2;6,22;1,02;66299813
3456657;plaquette(s) aluminium de 30 comprimé(s);08/01/2004;oui;65%;3,48;4,5;1,02;66300735
3519990;plaquette(s) PVC-Aluminium de 40 comprimé(s);15/05/2000;oui;65%;1,96;2,98;1,02;66303681
3008996;plaquette(s) PVC PVDC aluminium de 56 gélule(s);25/06/2018;oui;65%;10,95;11,97;1,02;66304210
3680751;plaquette(s) PVC-Aluminium de 30 comprimé(s);29/05/2006;oui;65%;2,22;3,24;1,02;66304687
3018821;plaquette(s) PVC polyéthylène PVDC aluminium de 30 gélule(s);19/02/2020;oui;30%;5,58;6,6;1,02;66305159
2667435;1 tube(s) polyéthylène basse densité (PEBD) de 250 g;19/11/2015;oui;15%;2,51;3,53;1,02;66306898
3563146;1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 50 ml;17/10/2001;oui;65%;1,64;2,66;1,02;66313063
3563152;1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 100 ml;30/11/2001;oui;65%;1,83;2,85;1,02;66313063
3563175;1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 250 ml;12/07/2001;oui;65%;1,86;2,88;1,02;66313063
3563181;1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 500 ml;05/10/2001;oui;65%;2,1;3,12;1,02;66313063
3563198;1 poche(s) (MACOFLEX) N polyoléfine suremballée(s)/surpochée(s) de 1000 ml;12/07/2001;oui;65%;2,71;3,73;1,02;66313063
2227825;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);27/07/2020;oui;65%;2,55;3,57;1,02;66315000
2227854;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);29/04/2020;oui;65%;6,67;9,43;2,76;66315000
2210523;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);04/05/2012;oui;65%;3,75;4,77;1,02;66315178
2210552;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);04/05/2012;oui;65%;10,85;13,61;2,76;66315178
3904788;60 plaquette(s) PVC polyéthylène PVDC aluminium de 1 comprimé(s);22/11/2013;oui;65%;16,13;17,15;1,02;66315751
2682788;1 flacon(s) pressurisé(s) polyéthylène aluminium de 100 ml;19/07/2013;oui;30%;2,62;3,64;1,02;66316885
3553165;tube(s) polypropylène de 30 comprimé(s);20/08/2001;oui;65%;7,29;8,31;1,02;66317033
3952669;plaquette(s) PVC PVDC aluminium de 7 gélule(s);30/11/2009;oui;65%;18,3;19,32;1,02;66318142
3882555;1 tube(s) aluminium de 100 g;19/12/2008;oui;30%;2,49;3,51;1,02;66319116
4995439;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 90 comprimé(s);06/04/2011;oui;65%;6,27;7,29;1,02;66319269
4995451;plaquette(s) formée(s) à froid polyamide aluminium PVC-Aluminium de 270 comprimé(s);06/04/2011;oui;65%;17,74;20,5;2,76;66319269
3755986;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 gélule(s);28/12/2017;oui;65%;3,69;4,71;1,02;66320225
3755992;flacon(s) polyéthylène haute densité (PEHD) de 30 gélule(s);26/04/2010;oui;65%;3,69;4,71;1,02;66320225
3873214;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 gélule(s);28/10/2008;oui;65%;10,13;12,89;2,76;66320225
3881716;plaquette(s) thermoformée(s) PVC PVDC aluminium de 28 comprimé(s);28/01/2009;oui;65%;5;6,02;1,02;66320467
3729428;plaquette(s) PVC-Aluminium de 30 comprimé(s);28/07/2010;oui;65%;3,75;4,77;1,02;66322824
3729440;plaquette(s) PVC-Aluminium de 90 comprimé(s);06/08/2009;oui;65%;10,85;13,61;2,76;66322824
2739608;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);09/08/2018;oui;65%;7,93;8,95;1,02;66324953
2739726;1 flacon(s) polyéthylène haute densité (PEHD) de 30 comprimé(s);02/05/2019;oui;65%;7,93;8,95;1,02;66324953
3634165;1 tube(s) aluminium verni de 3 g;09/08/2005;oui;65%;4,73;5,75;1,02;66325311
4993096;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);28/09/2011;oui;65%;9,66;10,68;1,02;66325927
4901846;plaquette(s) thermoformée(s) polyamide aluminium PVC de 90 comprimé(s);23/11/2017;oui;65%;14,99;17,75;2,76;66328243
3006646;plaquette(s) PVC aluminium polyamide de 30 comprimé(s);28/09/2017;oui;65%;4,36;5,38;1,02;66328485
3006647;plaquette(s) PVC aluminium polyamide de 90 comprimé(s);19/06/2017;oui;65%;12,81;15,57;2,76;66328485
4191540;plaquette(s) aluminium de 30 comprimé(s);12/12/2013;oui;65%;3,75;4,77;1,02;66328738
4191600;plaquette(s) aluminium de 90 comprimé(s);12/12/2013;oui;65%;10,85;13,61;2,76;66328738
2220622;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);05/09/2012;oui;65%;3,75;4,77;1,02;66329046
2220674;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);05/09/2012;oui;65%;10,85;13,61;2,76;66329046
3001248;plaquette(s) PVC-Aluminium de 30 comprimé(s);23/02/2016;oui;65%;14,69;15,71;1,02;66329690
3001880;plaquette(s) PVC-Aluminium de 90 comprimé(s);23/02/2016;oui;65%;41,12;43,88;2,76;66329690
3051558;1 flacon(s) en verre de 5 ml;31/05/2002;oui;65%;4,8;5,82;1,02;66330098
3985350;plaquette(s) aluminium PVC polyéthylène PVDC de 30 comprimé(s);03/03/2010;oui;65%;3,64;4,66;1,02;66331314
3993243;plaquette(s) aluminium PVC polyéthylène PVDC de 90 comprimé(s);03/03/2010;oui;65%;10,53;13,29;2,76;66331314
4944258;plaquette(s) aluminium de 28 comprimé(s);08/05/2012;oui;65%;4,1;5,12;1,02;66331392
4944324;plaquette(s) aluminium de 90 comprimé(s);08/05/2012;oui;65%;12,81;15,57;2,76;66331392
4966662;1 flacon(s) en verre de 1,55 ml avec pompe(s) doseuse(s);22/09/2011;oui;65%;47,89;48,91;1,02;66332028
3017210;plaquette(s) PVC PVDC aluminium de 4 gélule(s);18/05/2020;oui;30%;9,41;10,43;1,02;66332081
3628101;plaquette(s) PVC PVDC aluminium de 1 gélule(s);03/03/2009;oui;30%;2,56;3,58;1,02;66332081
3010073;plaquette(s) PVC polychlortrifluoroéthylène aluminium de 28 gélule(s);30/10/2017;oui;65%;4,71;5,73;1,02;66334292
4171572;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);15/11/2011;oui;65%;3,64;4,66;1,02;66334381
4171589;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);15/11/2011;oui;65%;10,53;13,29;2,76;66334381
3879961;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);26/01/2009;oui;65%;4,23;5,25;1,02;66334926
3665705;plaquette(s) thermoformée(s) PVC-Aluminium de 30 comprimé(s);19/04/2011;oui;65%;29,94;30,96;1,02;66335558
3909811;plaquette(s) thermoformée(s) PVC-Aluminium de 90 comprimé(s);05/07/2010;oui;65%;84,59;87,35;2,76;66335558
3881248;plaquette(s) PVC polyéthylène PVDC aluminium de 30 gélule(s);20/04/2010;oui;65%;4,99;6,01;1,02;66340014
3807358;plaquette(s) thermoformée(s) PVC aluminium de 90 gélule(s);13/10/2021;oui;65%;10,13;12,89;2,76;66340498
4947653;20 sachet(s) papier polyéthylène aluminium;15/11/2010;oui;30%;3,24;4,26;1,02;66341408
3887570;1 tube(s) aluminium de 15 g;20/05/2009;oui;30%;1,76;2,78;1,02;66343989
3678636;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);09/05/2005;oui;65%;3,71;4,73;1,02;66351224
3719915;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);22/07/2008;oui;65%;11,5;14,26;2,76;66351224
3531318;plaquette(s) PVC-Aluminium de 30 comprimé(s);27/11/2000;oui;65%;5,02;6,04;1,02;66351548
3703245;plaquette(s) thermoformée(s) PVC-Aluminium de 7 gélule(s);09/03/2007;oui;65%;18,3;19,32;1,02;66355322
4985843;plaquette(s) thermoformée(s) aluminium de 60 comprimé(s);26/03/2012;oui;65%;40,7;41,72;1,02;66357483
2679237;plaquette(s) polyamide aluminium PVC-Aluminium de 90 comprimé(s);09/01/2017;oui;65%;6,27;7,29;1,02;66361930
3553975;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);27/12/2001;oui;30%;5,9;6,92;1,02;66362637
3656853;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);17/10/2005;oui;65%;1,17;2,19;1,02;66363543
3016170;plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 30 comprimé(s);24/06/2019;oui;30%;7,48;8,5;1,02;66363956
3550913;1 flacon(s) en verre jaune(brun) de 150 ml avec cuillère-mesure polystyrène;20/09/2001;oui;30%;1,92;2,94;1,02;66367100
3556525;5 ampoule(s) en verre de 10 ml;22/10/2001;oui;65%;12,73;13,75;1,02;66369763
2780829;plaquette(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);02/06/2014;oui;65%;5,15;6,17;1,02;66373135
3002943;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 6 comprimé(s);15/02/2016;oui;65%;6,58;7,6;1,02;66373181
3002944;plaquette(s) PVC (ACLAR RX) polytrifluorochloroéthylène aluminium de 10 comprimé(s);15/02/2016;oui;65%;10,93;11,95;1,02;66373181
3838494;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);21/07/2008;oui;65%;4,1;5,12;1,02;66375339
3949791;plaquette(s) formée(s) à froid aluminium PVC de 5 comprimé(s);08/10/2012;oui;65%;8,73;9,75;1,02;66377564
3833545;28 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);24/02/2011;oui;65%;7,56;8,58;1,02;66377660
4928957;plaquette(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);15/11/2011;oui;65%;3,64;4,66;1,02;66383663
4928963;plaquette(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);15/11/2011;oui;65%;10,53;13,29;2,76;66383663
3006666;flacon(s) en verre brun de 60 comprimé(s) avec fermeture de sécurité enfant;10/08/2017;oui;65%;5,74;6,76;1,02;66384181
3017756;plaquettes PVC-Aluminium de 16 comprimés;03/06/2020;oui;65%;1,44;2,46;1,02;66384797
4158057;flacon(s) polyéthylène haute densité (PEHD) avec fermeture de sécurité enfant de 60 comprimé(s);20/06/2011;oui;65%;63,57;64,59;1,02;66384911
2758741;plaquette(s) PVC PVDC aluminium de 30 gélule(s);01/07/2014;oui;65%;8,65;9,67;1,02;66385187
3724106;90 (3 boites de 30) sachet(s) papier aluminium polyéthylène de 8 g;15/06/2006;oui;65%;14,98;17,74;2,76;66385504
2683138;plaquette(s) PVC PVDC aluminium de 30 comprimé(s);12/07/2013;oui;65%;3,64;4,66;1,02;66385963
2683173;plaquette(s) PVC PVDC aluminium de 90 comprimé(s);12/07/2013;oui;65%;10,53;13,29;2,76;66385963
4994115;plaquette(s) polyamide aluminium PVC de 14 comprimé(s);13/11/2012;oui;65%;2,7;3,72;1,02;66387117
4994144;plaquette(s) polyamide aluminium PVC de 28 comprimé(s);13/11/2012;oui;65%;5,03;6,05;1,02;66387117
3549258;plaquette(s) thermoformée(s) PVC-aluminium de 30 comprimé(s);14/10/2008;oui;65%;13,12;14,14;1,02;66387722
3833522;28 plaquette(s) OPA : polyamide orienté aluminium PVC-Aluminium de 1 comprimé(s);24/02/2011;oui;65%;4,47;5,49;1,02;66390978
3722596;plaquette(s) PVC-Aluminium de 30 comprimé(s);03/07/2006;oui;65%;4,79;5,81;1,02;66394873
3722604;plaquette(s) PVC-Aluminium de 90 comprimé(s);03/07/2006;oui;65%;14,19;16,95;2,76;66394873
3831078;1 flacon(s) aluminium verni de 30 g;24/04/2008;oui;30%;2,22;3,24;1,02;66395110
3020597;30 plaquette(s) polyamide aluminium PVC-Aluminium polytéréphtalate (PET) avec fermeture de sécurité enfant de 1 comprimé(s);23/07/2021;oui;65%;93,76;94,78;1,02;66395740
4966886;plaquette(s) thermoformée(s) PVC PVDC aluminium de 12 comprimé(s);26/11/2013;oui;65%;18,56;19,58;1,02;66395950
3927424;plaquette(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 30 comprimé(s);02/03/2010;oui;65%;3,64;4,66;1,02;66396792
3927482;plaquette(s) (ACLAR RX) polytrifluorochloroéthylène aluminium de 90 comprimé(s);02/03/2010;oui;65%;10,53;13,29;2,76;66396792
3937121;plaquette(s) formée(s) à froid aluminium de 28 comprimé(s);28/09/2011;oui;65%;9,66;10,68;1,02;66396881
3009549;plaquette(s) OPA : polyamide orienté PVC-Aluminium de 30 comprimé(s);18/04/2018;oui;65%;14,49;15,51;1,02;66397549
3009551;plaquette(s) OPA : polyamide orienté PVC-Aluminium de 90 comprimé(s);18/04/2018;oui;65%;41,01;43,77;2,76;66397549
3016153;30 plaquettes  PVC PVDC aluminium (perforée)  de 1 gélule (délivrance à l’unité);03/04/2019;oui;100%;160,22;161,24;1,02;66397937
3005951;plaquette(s) PVC aluminium de 20 comprimé(s);19/12/2016;oui;15%;1,24;2,26;1,02;66398576
3774216;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 90 comprimé(s);05/08/2008;oui;65%;11,5;14,26;2,76;66399710
3844158;plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 30 comprimé(s);07/04/2009;oui;65%;3,95;4,97;1,02;66399710
3020596;30 plaquette(s) polyamide aluminium PVC-Aluminium polytéréphtalate (PET) avec fermeture de sécurité enfant de 1 comprimé(s);23/07/2021;oui;65%;93,76;94,78;1,02;66400536
3617385;plaquette(s) PVC-Aluminium de 16 comprimé(s);18/07/2017;oui;65%;1,07;2,09;1,02;66400810
3016597;60 plaquette(s) unitaires aluminium OPA : polyamide orienté PVC de 1 gélule(s);16/09/2019;oui;100%;160,22;161,24;1,02;66401606
3767386;plaquette(s) papier polyester aluminium polyamide PVC-Aluminium de 30 comprimé(s);08/12/2006;oui;65%;2,88;3,9;1,02;66402996
2781160;plaquette(s) PVC-Aluminium de 30 gélule(s);26/01/2015;oui;65%;5,06;6,08;1,02;66403692
3013382;plaquette(s) aluminium de 4 comprimé(s);21/12/2018;oui;65%;5,85;6,87;1,02;66407096
3013384;plaquette(s) aluminium de 12 comprimé(s);21/12/2018;oui;65%;15,75;18,51;2,76;66407096
3009907;plaquette(s) aluminium de 4 comprimé(s);12/04/2018;oui;65%;5,85;6,87;1,02;66407826
3009909;plaquette(s) aluminium de 12 comprimé(s);12/04/2018;oui;65%;15,75;18,51;2,76;66407826
3665214;plaquette(s) aluminium PVC PVDC de 7 gélule(s);12/03/2007;oui;65%;34,53;35,55;1,02;66407833
3665220;plaquette(s) aluminium PVC PVDC de 30 gélule(s);12/03/2007;oui;65%;138,48;139,5;1,02;66407833
2239998;plaquette(s) thermoformée(s) polyamide aluminium PVC-Aluminium de 28 comprimé(s);02/06/2014;oui;65%;5,15;6,17;1,02;66409371
3002380;plaquette(s) PVC-Aluminium de 56 gélule(s);13/04/2021;oui;65%;10,95;11,97;1,02;66410690
3990434;plaquette(s) thermoformée(s) PVC PVDC aluminium de 30 comprimé(s);17/10/2012;oui;65%;3,75;4,77;1,02;66411408
3990463;plaquette(s) thermoformée(s) PVC PVDC aluminium de 90 comprimé(s);17/10/2012;oui;65%;10,85;13,61;2,76;66411408
3002416;7 sachet(s) papier polyester aluminium copolymère d'éthylène polyamide de 1 dispositif(s);17/01/2019;oui;65%;5,82;6,84;1,02;66413409
3002421;28 sachet(s) papier polyester aluminium copolymère d'éthylène polyamide de 1 dispositif(s);02/01/2019;oui;65%;23,09;24,11;1,02;66413409
3797878;plaquette(s) PVC PVDC aluminium de 50 comprimé(s);01/10/2007;oui;65%;7,14;8,16;1,02;66414482
3506881;1 flacon(s) polyéthylène de 125 ml;03/01/2000;oui;30%;1,38;2,4;1,02;66415164
3656764;plaquette(s) PVC-Aluminium de 50 comprimé(s);15/11/2004;oui;65%;1,65;2,67;1,02;66415335
3002049;1 stylo prérempli de 0,55 ml avec seringue(s) en verre avec aiguille(s) avec tampon(s) alcoolisé(s);26/10/2016;oui;65%;21,46;22,48;1,02;66418655
3542948;plaquette(s) thermoformée(s) PVC-Aluminium de 28 comprimé(s);02/04/2002;oui;65%;33,55;34,57;1,02;66424640
2740669;plaquette(s) PVC polyéthylène PVDC aluminium de 28 comprimé(s);02/12/2016;oui;65%;4,95;5,97;1,02;66424715
2740675;plaquette(s) PVC polyéthylène PVDC aluminium de 84 comprimé(s);02/12/2016;oui;65%;14,72;17,48;2,76;66424715
3511422;plaquette(s) PVC polychlortrifluoroéthylène PVC-Aluminium de 28 comprimé(s);30/08/2000;oui;65%;4,95;5,97;1,02;66424715
3690896;plaquette(s) PVC polychlortrifluoroéthylène PVC-Aluminium de 84 comprimé(s);21/08/2006;oui;65%;14,72;17,48;2,76;66424715
3015804;plaquette(s) PVC-Aluminium de 30 comprimé(s);22/05/2019;oui;65%;2,16;3,18;1,02;66426100
3015807;plaquette(s) PVC-Aluminium de 90 comprimé(s);22/05/2019;oui;65%;5,8;6,82;1,02;66426100
3582505;plaquette(s) thermoformée(s) PVC-aluminium PVDC de 15 capsule(s);22/05/2002;oui;65%;3,92;4,94;1,02;66426680
3979332;plaquette(s) thermoformée(s) PVC-Aluminium PVDC de 45 capsule(s);06/09/2018;oui;65%;10,83;11,85;1,02;66426680
2673648;1 plaquette(s) PVC PVDC aluminium suremballée(s)/surpochée(s) de 28 comprimé(s);13/12/2012;oui;65%;1,23;2,25;1,02;66428489
2673654;3 plaquette(s) PVC PVDC aluminium suremballée(s)/surpochée(s) de 28 comprimé(s);13/12/2012;non;65%;2,94;3,96;1,02;66428489
3012018;1 seringue(s) préremplie(s) en verre de 0,3 ml avec 1 tampon alcoolisé;12/11/2019;oui;65%;10,24;11,26;1,02;66429153
4974029;3 plaquette(s) polychlortrifluoroéthylène PVC aluminium de 10 comprimé(s);02/11/2011;oui;65%;36,78;37,8;1,02;66429235
4974035;6 plaquette(s) polychlortrifluoroéthylène PVC aluminium de 10 comprimé(s);02/11/2011;oui;65%;73,14;74,16;1,02;66429235
3941826;1 sachet(s) papier polyéthylène aluminium de 8 g;24/08/2010;oui;65%;4,21;5,23;1,02;66430643
