CodeCIS;Denomination_medicament;Forme_pharmaceutique;Voie_administration;Type_procédure_AMM;Date_AMM ;Titulaire(s)
64506804;CINACALCET ACCORDPHARMA 90 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;03/04/2020; ACCORD HEALTHCARE (ESPAGNE)
69766567;CINACALCET ARROW 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;13/05/2019; ARROW GENERIQUES
66044086;CINACALCET ARROW 60 mg, comprimé pelliculé sécable;comprimé pelliculé;orale;Procédure décentralisée;13/05/2019; ARROW GENERIQUES
66940678;CINACALCET ARROW 90 mg, comprimé pelliculé sécable;comprimé pelliculé;orale;Procédure décentralisée;13/05/2019; ARROW GENERIQUES
67298098;CINACALCET BIOGARAN 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/10/2017; BIOGARAN
69726341;CINACALCET BIOGARAN 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/10/2017; BIOGARAN
69056275;CINACALCET BIOGARAN 90 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/10/2017; BIOGARAN
60340413;CINACALCET EG 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;11/03/2019; EG LABO - LABORATOIRES EUROGENERICS
68315675;CINACALCET EG 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;11/03/2019; EG LABO - LABORATOIRES EUROGENERICS
61371194;CINACALCET EG 90 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;11/03/2019; EG LABO - LABORATOIRES EUROGENERICS
62848182;CINACALCET EVOLUGEN 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/10/2017; EVOLUPHARM
61194947;CINACALCET EVOLUGEN 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/10/2017; EVOLUPHARM
66093934;CINACALCET EVOLUGEN 90 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;31/10/2017; EVOLUPHARM
65655384;CINACALCET MYLAN 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;19/11/2015; MYLAN PHARMACEUTICALS (IRLANDE)
69236138;CINACALCET MYLAN 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;19/11/2015; MYLAN PHARMACEUTICALS (IRLANDE)
69504052;CINACALCET MYLAN 90 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;19/11/2015;" MYLAN SAS;MYLAN PHARMACEUTICALS (IRLANDE)"
68645993;CINACALCET SANDOZ 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;29/01/2018; SANDOZ
67216375;CINACALCET SANDOZ 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;29/01/2018; SANDOZ
62664969;CINACALCET SANDOZ 90 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;29/01/2018; SANDOZ
62985754;CINACALCET TEVA 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;28/06/2018; TEVA SANTE
61081440;CINACALCET TEVA 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;28/06/2018; TEVA SANTE
64656654;CINACALCET TEVA 90 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;29/06/2018; TEVA SANTE
69831050;CINACALCET ZENTIVA 30 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;28/03/2017; ZENTIVA FRANCE
66234776;CINACALCET ZENTIVA 60 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;28/03/2017; ZENTIVA FRANCE
63389223;CINACALCET ZENTIVA 90 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;28/03/2017; ZENTIVA FRANCE
63431715;CIPROFLOXACINE ACCORD 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;22/08/2012; ACCORD HEALTHCARE FRANCE
61695417;CIPROFLOXACINE ALTER 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;07/04/2005; LABORATOIRES ALTER
61230539;CIPROFLOXACINE ALTER 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;07/04/2005; LABORATOIRES ALTER
66662862;CIPROFLOXACINE ARROW 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;26/08/2005; ARROW GENERIQUES
68747076;CIPROFLOXACINE ARROW 750 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;26/08/2005; ARROW GENERIQUES
69093245;CIPROFLOXACINE BIOGARAN 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;25/01/2002; BIOGARAN
61456011;CIPROFLOXACINE EG 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;07/03/2003; EG LABO - LABORATOIRES EUROGENERICS
61378274;CIPROFLOXACINE EG 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;07/03/2003; EG LABO - LABORATOIRES EUROGENERICS
67984909;CIPROFLOXACINE EVOLUGEN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;06/07/2007; EVOLUPHARM
66182315;CIPROFLOXACINE MYLAN 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;07/03/2003; MYLAN SAS
62450285;CIPROFLOXACINE MYLAN 500 mg, comprimé pelliculé sécable;comprimé pelliculé;orale;Procédure nationale;07/03/2003; MYLAN SAS
60010885;CIPROFLOXACINE SUN 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;06/07/2007; SUN PHARMA FRANCE
64988770;CIPROFLOXACINE SUN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;06/07/2007; SUN PHARMA FRANCE
66754951;CIPROFLOXACINE ZENTIVA 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;08/01/2002; ZENTIVA FRANCE
65152899;CIPROFLOXACINE ZYDUS 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;08/01/2002; ZYDUS FRANCE
64969873;CLAREAL 0,075 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;29/07/2011; PIERRE FABRE MEDICAMENT
68356362;CLARITHROMYCINE ACCORD 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;14/03/2018; ACCORD HEALTHCARE FRANCE
62913185;CLARITHROMYCINE ACCORD 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;14/03/2018; ACCORD HEALTHCARE FRANCE
64430025;CLARITHROMYCINE ALMUS 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;01/04/2008; BIOGARAN
68293225;CLARITHROMYCINE ALMUS 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;01/04/2008; BIOGARAN
68879206;CLARITHROMYCINE ARROW 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;20/07/2007; ARROW GENERIQUES
60814021;CLARITHROMYCINE ARROW 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;20/07/2007; ARROW GENERIQUES
64419694;CLARITHROMYCINE BIOGARAN 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;01/04/2008; BIOGARAN
65441220;CLARITHROMYCINE BIOGARAN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;01/04/2008; BIOGARAN
65988136;CLARITHROMYCINE EG 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;25/01/2005; EG LABO - LABORATOIRES EUROGENERICS
64255017;CLARITHROMYCINE EG 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;04/05/2005; EG LABO - LABORATOIRES EUROGENERICS
64907971;CLARITHROMYCINE EVOLUGEN 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;01/04/2008; EVOLUPHARM
64888574;CLARITHROMYCINE EVOLUGEN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;01/04/2008; EVOLUPHARM
63532803;CLARITHROMYCINE HCS 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;28/05/2019; HCS (BELGIQUE)
69702372;CLARITHROMYCINE HCS 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;28/05/2019; HCS (BELGIQUE)
67197409;CLARITHROMYCINE MYLAN 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;20/07/2007; MYLAN SAS
61904023;CLARITHROMYCINE MYLAN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;20/07/2007; MYLAN SAS
69468962;CLARITHROMYCINE SANDOZ 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;23/07/2007; SANDOZ
65576684;CLARITHROMYCINE SANDOZ 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;20/07/2007; SANDOZ
60671178;CLARITHROMYCINE SUN 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;25/01/2005; SUN PHARMA FRANCE
69132627;CLARITHROMYCINE SUN 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;04/05/2005; SUN PHARMA FRANCE
61394570;CLARITHROMYCINE TEVA 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;25/04/2008; TEVA SANTE
67210002;CLARITHROMYCINE TEVA 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;26/12/2007; TEVA SANTE
67121653;CLARITHROMYCINE ZYDUS 250 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;14/04/2008; ZYDUS FRANCE
64712373;CLARITHROMYCINE ZYDUS 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;14/04/2008; ZYDUS FRANCE
67668455;CLASTOBAN 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;02/07/2003; BIOPROJET EUROPE (IRLANDE)
68208043;CLIMASTON 0,5 mg/2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;21/07/2010; MYLAN MEDICAL
66257038;CLIMASTON 1 mg/5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;06/03/2001; MYLAN MEDICAL
67971897;CLOPIDOGREL ACCORD 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;07/06/2017; ACCORD HEALTHCARE FRANCE
68437921;CLOPIDOGREL ALMUS PHARMA 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;09/01/2019; ALMUS FRANCE
64604935;CLOPIDOGREL ALTER 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;27/08/2009; LABORATOIRES ALTER
66324953;CLOPIDOGREL ARROW 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;02/12/2016; ARROW GENERIQUES
65534176;CLOPIDOGREL BGR 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;21/09/2009; BIOGARAN
68045849;CLOPIDOGREL BIOGARAN 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;08/03/2021; BIOGARAN
62806062;CLOPIDOGREL CRISTERS 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;27/08/2009; CRISTERS
67233727;CLOPIDOGREL EG LABO 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;07/12/2017; EG LABO - LABORATOIRES EUROGENERICS
68348757;CLOPIDOGREL EVOLUGEN 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;27/08/2009; EVOLUPHARM
61767507;CLOPIDOGREL KRKA 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;23/09/2009; KRKA (SLOVENIE)
67036338;CLOPIDOGREL SANDOZ 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;02/04/2010; SANDOZ
63275675;CLOPIDOGREL SUN 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;21/10/2011; SUN PHARMA FRANCE
64132502;CLOPIDOGREL TAW PHARMA 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;21/09/2009; MYLAN SAS
63356668;CLOPIDOGREL TEVA 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;28/07/2009; TEVA (PAYS-BAS)
68519902;CLOPIDOGREL ZENTIVA 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;16/07/2008; ZENTIVA (REPUBLIQUE TCHEQUE)
60124999;CLOPIDOGREL ZF 75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;24/07/2012; ZYDUS FRANCE
65519167;CLOPIDOGREL/ACIDE ACETYLSALICYLIQUE MYLAN 75 mg/75 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;09/01/2020; MYLAN PHARMACEUTICALS (IRLANDE)
61547030;COAPROVEL 150 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;02/03/2004; SANOFI-AVENTIS GROUPE
67305500;COAPROVEL 300 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;02/03/2004; SANOFI-AVENTIS GROUPE
63826452;COAPROVEL 300 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;28/08/2006; SANOFI-AVENTIS GROUPE
63343820;CONEBILOX 5 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;27/05/2009; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG
67059059;CONEBILOX 5 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;27/05/2009; MENARINI INTERNATIONAL OPERATIONS LUXEMBOURG
68259696;CONVULINE 0,03 mg/3 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;16/02/2001; BAYER HEALTHCARE
66838901;COOLMETEC 20 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;08/02/2006; DAIICHI SANKYO FRANCE
61687655;COOLMETEC 20 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;08/02/2006; DAIICHI SANKYO FRANCE
65190921;COOLMETEC 40 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;10/03/2010; DAIICHI SANKYO FRANCE
61385500;COOLMETEC 40 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;10/03/2010; DAIICHI SANKYO FRANCE
67719818;CORBILTA 75 mg/18,75 mg/200 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;11/11/2013; ORION CORPORATION
65942427;COSIMPREL 10 mg/10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/08/2016; LES LABORATOIRES SERVIER
61223740;COSIMPREL 10 mg/5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/08/2016; LES LABORATOIRES SERVIER
67481950;COTAREG 160 mg/12,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;16/12/2003; NOVARTIS PHARMA
66124970;COTAREG 160 mg/25 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;28/06/2002; NOVARTIS PHARMA
65045274;COTELLIC 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;20/11/2015; ROCHE REGISTRATION (ALLEMAGNE)
68391071;COVERSYL 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;25/11/2004; LES LABORATOIRES SERVIER
69475939;COVERSYL 2,5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;25/11/2004; LES LABORATOIRES SERVIER
66928996;COZAAR 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;26/04/2002; ORGANON FRANCE
68479386;CRESTOR 10 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;11/06/2003; ASTRAZENECA
67273757;CRESTOR 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;11/06/2003; ASTRAZENECA
63191743;CRESTOR 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;06/10/2005; ASTRAZENECA
67288307;CYSTINE / VITAMINE B6 BIOGARAN CONSEIL 500 mg/50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;09/09/2011; BIOGARAN
62887947;DAFALGAN 1000 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;07/04/2003; UPSA
66745016;DAFALGANTABS 1000 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;11/06/2018; UPSA
66617130;DAFLON 1000 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;27/10/2016; LES LABORATOIRES SERVIER
60064527;DAFLON 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation d'importation parallèle;13/08/2015; DIFARMED (ESPAGNE)
67372837;DAFLON 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Autorisation d'importation parallèle;20/04/2021; BB FARMA (ITALIE)
65545105;DARUNAVIR ACCORD 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;31/01/2019; ACCORD HEALTHCARE FRANCE
65582420;DARUNAVIR ACCORD 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;31/01/2019; ACCORD HEALTHCARE FRANCE
64226688;DARUNAVIR ACCORD 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;31/01/2019; ACCORD HEALTHCARE FRANCE
65127376;DARUNAVIR ARROW 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;25/07/2019; ARROW GENERIQUES
68035755;DARUNAVIR ARROW 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;25/07/2019; ARROW GENERIQUES
65685993;DARUNAVIR BIOGARAN 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;04/07/2017; BIOGARAN
65199404;DARUNAVIR BIOGARAN 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;04/07/2017; BIOGARAN
67422090;DARUNAVIR EG 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;07/12/2017; EG LABO - LABORATOIRES EUROGENERICS
68493158;DARUNAVIR EG 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;07/12/2017; EG LABO - LABORATOIRES EUROGENERICS
63812730;DARUNAVIR EG 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;07/12/2017; EG LABO - LABORATOIRES EUROGENERICS
69531462;DARUNAVIR KRKA 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;26/01/2018; KRKA (SLOVENIE)
68205182;DARUNAVIR KRKA 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;26/01/2018; KRKA (SLOVENIE)
69977258;DARUNAVIR MYLAN 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;04/01/2017; MYLAN PHARMACEUTICALS (IRLANDE)
63124787;DARUNAVIR MYLAN 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;04/01/2017; MYLAN PHARMACEUTICALS (IRLANDE)
65602549;DARUNAVIR MYLAN 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;04/01/2017; MYLAN PHARMACEUTICALS (IRLANDE)
60860061;DARUNAVIR SANDOZ 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;15/12/2017; SANDOZ
68175216;DARUNAVIR SANDOZ 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;15/12/2017; SANDOZ
66824474;DARUNAVIR SANDOZ 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;15/12/2017; SANDOZ
62624693;DARUNAVIR TEVA 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;15/09/2017; TEVA SANTE
68220711;DARUNAVIR TEVA 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;08/02/2018; TEVA PHARMA (PAYS-BAS)
60803434;DARUNAVIR ZENTIVA 400 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;19/02/2018; ZENTIVA FRANCE
65900346;DARUNAVIR ZENTIVA 600 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;19/02/2018; ZENTIVA FRANCE
67774362;DARUNAVIR ZENTIVA 800 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;19/02/2018; ZENTIVA FRANCE
63054335;DASATINIB BIOGARAN 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;13/01/2021; BIOGARAN
61881382;DASATINIB BIOGARAN 140 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;13/01/2021; BIOGARAN
69832939;DASATINIB BIOGARAN 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;13/01/2021; BIOGARAN
61237544;DASATINIB BIOGARAN 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;13/01/2021; BIOGARAN
64560944;DASATINIB BIOGARAN 70 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;13/01/2021; BIOGARAN
68135773;DASATINIB EG 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;10/04/2019; EG LABO - LABORATOIRES EUROGENERICS
62316578;DASATINIB EG 140 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;10/04/2019; EG LABO - LABORATOIRES EUROGENERICS
67055840;DASATINIB EG 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;10/04/2019; EG LABO - LABORATOIRES EUROGENERICS
64587553;DASATINIB EG 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;10/04/2019; EG LABO - LABORATOIRES EUROGENERICS
64435289;DASATINIB EG 70 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure de reconnaissance mutuelle;10/04/2019; EG LABO - LABORATOIRES EUROGENERICS
64498745;DASATINIB KRKA 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/10/2019; KRKA (SLOVENIE)
65724841;DASATINIB KRKA 140 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/10/2019; KRKA (SLOVENIE)
69723943;DASATINIB KRKA 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/10/2019; KRKA (SLOVENIE)
67089180;DASATINIB KRKA 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/10/2019; KRKA (SLOVENIE)
61806173;DASATINIB KRKA 70 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;01/10/2019; KRKA (SLOVENIE)
69871956;DASATINIB MYLAN 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;25/09/2019; MYLAN SAS
69309020;DASATINIB MYLAN 140 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;15/09/2019; MYLAN SAS
66031135;DASATINIB MYLAN 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;25/09/2019; MYLAN SAS
69278411;DASATINIB MYLAN 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;25/09/2019; MYLAN SAS
65729112;DASATINIB MYLAN 70 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;25/09/2019; MYLAN SAS
60926629;DASATINIB SANDOZ 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;22/10/2018; SANDOZ
68228291;DASATINIB SANDOZ 140 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;22/10/2018; SANDOZ
63818797;DASATINIB SANDOZ 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;22/10/2018; SANDOZ
69131607;DASATINIB SANDOZ 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;22/10/2018; SANDOZ
65117670;DASATINIB SANDOZ 70 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;22/10/2018; SANDOZ
61184814;DASATINIB TEVA SANTE 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/12/2019; TEVA (PAYS-BAS)
64222864;DASATINIB TEVA SANTE 140 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/12/2019; TEVA (PAYS-BAS)
60889547;DASATINIB TEVA SANTE 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/12/2019; TEVA (PAYS-BAS)
63834189;DASATINIB TEVA SANTE 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/12/2019; TEVA (PAYS-BAS)
63779682;DASATINIB TEVA SANTE 70 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/12/2019; TEVA (PAYS-BAS)
63719525;DASATINIB ZENTIVA 100 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/09/2019; ZENTIVA FRANCE
63697057;DASATINIB ZENTIVA 140 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/09/2019; ZENTIVA FRANCE
64217130;DASATINIB ZENTIVA 20 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;14/09/2019; ZENTIVA FRANCE
67475449;DASATINIB ZENTIVA 50 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/09/2019; ZENTIVA FRANCE
60688551;DASATINIB ZENTIVA 70 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;24/09/2019; ZENTIVA FRANCE
66299813;DEBRIDAT 200 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;03/05/2002; PFIZER HOLDING FRANCE
66508896;DEFERIPRONE LIPOMED 500 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure centralisée;20/09/2018; LIPOMED (ALLEMAGNE)
60805549;DESLORATADINE ALMUS 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;01/03/2013; ALMUS FRANCE
60764223;DESLORATADINE ARROW LAB 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;06/04/2018; ARROW GENERIQUES
61223605;DESLORATADINE BIOGARAN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;02/09/2011; BIOGARAN
67643224;DESLORATADINE CRISTERS 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;04/08/2011; CRISTERS
69924355;DESLORATADINE EG 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;15/05/2012; EG LABO - LABORATOIRES EUROGENERICS
65671584;DESLORATADINE EVOLUGEN 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure nationale;01/07/2014; EVOLUPHARM
63820969;DESLORATADINE KRKA 5 mg, comprimé pelliculé;comprimé pelliculé;orale;Procédure décentralisée;10/08/2018; KRKA (SLOVENIE)
